journal,title,authors,abstract,cite,jel,url,volume,doi,year
Journal of the European Economic Association,Reputation Concerns in Risky Experimentation[Reputation and Survival: Learning in a Dynamic Signalling Model],"['Chia-Hui Chen', 'Junichiro Ishida', 'Wing Suen']","High-ability agents are more likely to achieve early success in risky experimentation, but learn faster that their project is not promising. These counteracting effects give rise to a signaling model with double-crossing property. This property tends to induce homogenization of quitting times between types, which in turn leads to some pooling in equilibrium. Low-ability agents may hold out to continue their project for the prospect of pooling with the high type, despite having a negative instantaneous net payoff. A war-of-attrition mechanism causes low-ability agents to quit only gradually over time, and to stop quitting for a period immediately before all agents exit.","Chia-Hui Chen & Junichiro Ishida & Wing Suen, 2021. ""Reputation Concerns in Risky Experimentation [Reputation and Survival: Learning in a Dynamic Signalling Model],"" Journal of the European Economic Association, European Economic Association, vol. 19(4), pages 1981-2021.",N\A,https://ideas.repec.org/a/oup/jeurec/v19y2021i4p1981-2021..html,"19(4), pages 1981-2021.",10.1093/jeea/jvaa046,2021
Journal of the European Economic Association,Place-Based Interventions at Scale: The Direct and Spillover Effects of Policing and City Services on Crime[Clustering as a Design Problem],"['Christopher Blattman', 'Donald P Green', 'Daniel Ortega', 'Santiago Tobón']","In 2016, the city of Bogotá doubled police patrols and intensified city services on high-crime streets. They did so based on a criminological consensus that such place-based programs not only decrease crime, but also have beneficial spillovers for nearby streets. To test this, we worked with Bogotá to experiment on an unprecedented scale. We randomly assigned 1,919 streets to either 8 months of doubled police patrols, greater municipal services, both, or neither. Such scale brings econometric challenges. Spatial spillovers in dense networks introduce bias and complicate variance estimation through “fuzzy clustering”. But a design-based approach and randomization inference produce valid hypothesis tests in such settings. In contrast to the consensus, we find intensifying state presence did not generate substantively meaningful or statistically significant reductions in crime. Our estimates suggest modest direct effects but with crime displaced nearby, especially property crimes. Confidence intervals suggest we can rule out total reductions in crime of more than 2% from the two interventions.","Christopher Blattman & Donald P Green & Daniel Ortega & Santiago Tobón, 2021. ""Place-Based Interventions at Scale: The Direct and Spillover Effects of Policing and City Services on Crime [Clustering as a Design Problem],"" Journal of the European Economic Association, European Economic Association, vol. 19(4), pages 2022-2051.",N\A,https://ideas.repec.org/a/oup/jeurec/v19y2021i4p2022-2051..html,"19(4), pages 2022-2051.",10.1093/jeea/jvab002,2021
Journal of the European Economic Association,Midwives and Maternal Mortality: Evidence from a Midwifery Policy Experiment in 19th-century Sweden[“Finite Population Causal Standard Errors.”],"['Louise Lorentzon', 'Per Pettersson-Lidbom']","This paper estimates the causal effect of a historical midwifery policy experiment on maternal mortality, infant mortality, and stillbirth during the period of 1830–1894 in Sweden. Exploiting sharp changes or “discontinuities” across time and place in the availability of trained and licensed midwives as an exogenous source of variation, we find that a doubling of trained midwives led to a 20%–40% reduction in maternal mortality and a 20% increase in the uptake of midwife-assisted homebirths. The results thus suggest that a 1% increase in the share of midwife-assisted homebirths decreased maternal mortality by as much as 2%, which is a remarkable finding given that midwife training was only 6–12 months at that time. The results of this study contribute to the current debate about the most effective strategy to reduce the unacceptably high rate of maternal mortality in many developing countries, especially in low-resource settings.","Louise Lorentzon & Per Pettersson-Lidbom, 2021. ""Midwives and Maternal Mortality: Evidence from a Midwifery Policy Experiment in 19th-century Sweden [“Finite Population Causal Standard Errors.”],"" Journal of the European Economic Association, European Economic Association, vol. 19(4), pages 2052-2084.",N\A,https://ideas.repec.org/a/oup/jeurec/v19y2021i4p2052-2084..html,"19(4), pages 2052-2084.",10.1093/jeea/jvab014,2021
Journal of the European Economic Association,Optimal Retirement Policies with Present-Biased Agents[Commitment vs. Flexibility],['Pei Cheng Yu'],This paper incorporates quasi–hyperbolic discounting into a Mirrlees taxation model to study the design of retirement policies for present-biased agents. I show that the government can improve the screening of productivity by exploiting time inconsistency. This is done by providing commitment to sophisticated agents and taking advantage of the incorrect beliefs of naïve agents. This can be achieved even if the degrees of present bias and sophistication are private information. I also demonstrate how the government can implement the optimal mechanism using retirement savings accounts and social security benefits.,"Pei Cheng Yu, 2021. ""Optimal Retirement Policies with Present-Biased Agents [Commitment vs. Flexibility],"" Journal of the European Economic Association, European Economic Association, vol. 19(4), pages 2085-2130.",N\A,https://ideas.repec.org/a/oup/jeurec/v19y2021i4p2085-2130..html,"19(4), pages 2085-2130.",10.1093/jeea/jvaa044,2021
Journal of the European Economic Association,Fanning the Flames of Hate: Social Media and Hate Crime[Radio and the Rise of The Nazis in Prewar Germany],"['Karsten Müller', 'Carlo Schwarz']","This paper investigates the link between social media and hate crime. We show that antirefugee sentiment on Facebook predicts crimes against refugees in otherwise similar municipalities with higher social media usage. To establish causality, we exploit exogenous variation in the timing of major Facebook and internet outages. Consistent with a role for “echo chambers,” we find that right-wing social media posts contain narrower and more loaded content than news reports. Our results suggest that social media can act as a propagation mechanism for violent crimes by enabling the spread of extreme viewpoints.","Karsten Müller & Carlo Schwarz, 2021. ""Fanning the Flames of Hate: Social Media and Hate Crime [Radio and the Rise of The Nazis in Prewar Germany],"" Journal of the European Economic Association, European Economic Association, vol. 19(4), pages 2131-2167.",N\A,https://ideas.repec.org/a/oup/jeurec/v19y2021i4p2131-2167..html,"19(4), pages 2131-2167.",10.1093/jeea/jvaa045,2021
Journal of the European Economic Association,"Social Security, Labor Supply, and Health of Older Workers: Quasi-Experimental Evidence from a Large Reform[Identification and Estimation of Local Average Treatment Effects]","['Itay Saporta-Eksten', 'Ity Shurtz', 'Sarit Weisburd']","We study the effects of public pension systems on the retirement timing of older workers and, in turn, the health consequences of delaying retirement by those workers. Causal inference relies on a social security reform in Israel that shifted payments from husbands to their (nonworking) wives, thereby substantially reducing the implied tax on the husband's employment while keeping overall household wealth constant. Using administrative social security data, we estimate extensive-margin labor supply elasticities with respect to the average net-of-tax rate of about 0.43 for men over 65. Using the reform to instrument for employment, we find that working an additional full year at old age decreases longevity. This mortality effect occurs after age 75 and is driven by workers holding blue-collar jobs. Finally, we evaluate the effect of the reform on earnings. The results imply a small value for an additional year of life, suggesting that workers underestimate the health cost of employment at older ages. (JEL: J10, J26, J22, H31)","Itay Saporta-Eksten & Ity Shurtz & Sarit Weisburd, 2021. ""Social Security, Labor Supply, and Health of Older Workers: Quasi-Experimental Evidence from a Large Reform [Identification and Estimation of Local Average Treatment Effects],"" Journal of the European Economic Association, European Economic Association, vol. 19(4), pages 2168-2208.",N\A,https://ideas.repec.org/a/oup/jeurec/v19y2021i4p2168-2208..html,"19(4), pages 2168-2208.",10.1093/jeea/jvaa053,2021
Journal of the European Economic Association,"Mental Money Laundering: A Motivated Violation of Fungibility[Fungibility, Labels, and Consumption]","['Alex Imas', 'George Loewenstein', 'Carey K Morewedge']","People exploit flexibility in mental accounting to relax psychological constraints on spending. Four studies demonstrate this in the context of moral behavior. The first study replicates prior findings that people donate more money to charity when they earned it through unethical versus ethical means. However, when the unethically earned money is first “laundered”—the cash is physically exchanged for the same amount but from a different arbitrary source—people spend it as if it was earned ethically. This mental money laundering represents an extreme violation of fungibility. The second study demonstrates that mental money laundering generalizes to cases in which ethically and unethically earned money are mixed. When gains from ethical and unethical sources were pooled, people spent the entire pooled sum as if it was ethically earned. The last two studies provide mixed support for the prediction that people actively seek out laundering opportunities for unethically earned money, suggesting partial sophistication about these effects. These findings provide new evidence for the ease with which people can rationalize misbehavior, and have implications for consumer choice, corporate behavior, and public policy.","Alex Imas & George Loewenstein & Carey K Morewedge, 2021. ""Mental Money Laundering: A Motivated Violation of Fungibility [Fungibility, Labels, and Consumption],"" Journal of the European Economic Association, European Economic Association, vol. 19(4), pages 2209-2233.",N\A,https://ideas.repec.org/a/oup/jeurec/v19y2021i4p2209-2233..html,"19(4), pages 2209-2233.",10.1093/jeea/jvaa059,2021
Journal of the European Economic Association,Beauty Contests and the Term Structure[Risk Premia and Term Premia in General Equilibrium],"['Martin Ellison', 'Andreas Tischbirek']","A novel decomposition highlights the scope for information to influence the term structure of interest rates. Based on the law of total covariance, we show that real term premia in macroeconomic models contain a component that depends on covariances of realised stochastic discount factors and a component that depends on covariances of expectations of those stochastic discount factors. The covariance of expectations is typically low in macrofinance models, which contributes to the real term premia implied by the models being at least an order of magnitude too small, a result that is unchanged even if we introduce aggregate demand externalities combined with shocks to higher-order beliefs. We argue that generating realistic term premia requires there to be strategic complementarities in the formation of expectations. A quantitative model, in which beliefs are formed in a beauty contest, can explain a significant proportion of observed term premia, when estimated using data on expectations of productivity growth from the Survey of Professional Forecasters.","Martin Ellison & Andreas Tischbirek, 2021. ""Beauty Contests and the Term Structure [Risk Premia and Term Premia in General Equilibrium],"" Journal of the European Economic Association, European Economic Association, vol. 19(4), pages 2234-2282.",N\A,https://ideas.repec.org/a/oup/jeurec/v19y2021i4p2234-2282..html,"19(4), pages 2234-2282.",10.1093/jeea/jvab006,2021
Journal of the European Economic Association,"Short-Time Work and Unemployment in and after the Great Recession[Does Employment Protection Inhibit Labor Market Flexibility? Lessons from Germany, France, and Belgium]","['Daniel Kopp', 'Michael Siegenthaler']","We study whether the Swiss short-time work (STW) program reduced unemployment in and after the Great Recession using quarterly establishment-level panel data linking administrative data sources. We compare changes in layoffs into unemployment, employment, and establishment survival between establishments that applied successfully and establishments that applied unsuccessfully for STW at cantonal employment agencies. The unsuccessful establishments provide a valid counterfactual for the successful ones because cantonal approval practices are partly idiosyncratic. We find that STW increases establishment survival and prevents rather than postpones dismissals. The 7,857 establishments treated in 2009 would have dismissed 20,600 additional workers into unemployment (0.47% of the labor force) until 2012. Most workers would have been dismissed in the quarters immediately following the application, and more than a third would have become long-term unemployed. The savings on unemployment benefits may have compensated for the spending on STW benefits.","Daniel Kopp & Michael Siegenthaler, 2021. ""Short-Time Work and Unemployment in and after the Great Recession [Does Employment Protection Inhibit Labor Market Flexibility? Lessons from Germany, France, and Belgium],"" Journal of the European Economic Association, European Economic Association, vol. 19(4), pages 2283-2321.",N\A,https://ideas.repec.org/a/oup/jeurec/v19y2021i4p2283-2321..html,"19(4), pages 2283-2321.",10.1093/jeea/jvab003,2021
Journal of the European Economic Association,Distance Learning in Higher Education: Evidence from a Randomized Experiment[A Randomized Assessment of Online Learning],"['M Paula Cacault', 'Christian Hildebrand', 'Jérémy Laurent-Lucchetti', 'Michele Pellizzari']","Using a randomized experiment in a public Swiss university, we study the impact of online live streaming of lectures on student achievement and attendance. We find that (i) attending lectures via live streaming lowers achievement for low-ability students and increases achievement for high-ability ones; (ii) students use the live streaming technology only occasionally, apparently when random events make attending in class too costly, and (iii) offering live streaming reduces in-class attendance only mildly. These findings have important implications for the effective design of education policies.","M Paula Cacault & Christian Hildebrand & Jérémy Laurent-Lucchetti & Michele Pellizzari, 2021. ""Distance Learning in Higher Education: Evidence from a Randomized Experiment [A Randomized Assessment of Online Learning],"" Journal of the European Economic Association, European Economic Association, vol. 19(4), pages 2322-2372.",N\A,https://ideas.repec.org/a/oup/jeurec/v19y2021i4p2322-2372..html,"19(4), pages 2322-2372.",10.1093/jeea/jvaa060,2021
Journal of the European Economic Association,Social Influence in Prosocial Behavior: Evidence from a Large-Scale Experiment[“Social Distance and Social Decisions],"['Lorenz Goette', 'Egon Tripodi']","We propose a novel experiment that prevents social learning, thus allowing us to disentangle the underlying mechanisms of social influence. Subjects observe their peer’s incentives, but not their behavior. We find evidence of conformity: When individuals believe that incentives make others contribute more, they also increase their contributions. Conformity is driven by individuals who feel socially close to their peer. However, when incentives are not expected to raise their peer’s contributions, participants reduce their own contributions. Our data are consistent with an erosion of norm adherence when prosocial behavior of the social reference is driven by extrinsic motives, and cannot be explained by incentive inequality or altruistic crowding out. These findings show scope for social influence in settings with limited observability and offer insights into the mediators of conformity.","Lorenz Goette & Egon Tripodi, 2021. ""Social Influence in Prosocial Behavior: Evidence from a Large-Scale Experiment [“Social Distance and Social Decisions],"" Journal of the European Economic Association, European Economic Association, vol. 19(4), pages 2373-2398.",N\A,https://ideas.repec.org/a/oup/jeurec/v19y2021i4p2373-2398..html,"19(4), pages 2373-2398.",10.1093/jeea/jvaa054,2021
Journal of the European Economic Association,Cronyism in State Violence: Evidence from Labor Repression During Argentina's Last Dictatorship,"['Esteban F Klor', 'Sebastian Saiegh', 'Shanker Satyanath']","We study whether crony governance can extend beyond economic policy to the targeting of state violence against citizens. Specifically, we examine the logic driving the choice of firm-level union representatives who were subjected to state repression by the 1976–1983 Argentine military junta. Using an original dataset, we find a positive, nonspurious, and robust correlation between labor repression and cronyism, measured by political, business, and social connections to the regime. Our results indicate that the number of firm-level union representatives victimized by the regime is three times higher for connected firms relative to nonconnected ones. The effect is pronounced in privately owned (as opposed to state-owned) firms, suggesting that the correlation is driven by cronyism for financial gain rather than ideology or information transmission. We show that connected firms benefited from violence against union representatives by subsequently having less strikes and a higher market valuation. Our findings highlight the pervasiveness of governmental cronyism, even in cases where one of the regime's main stated goals was to curb such behavior.","Esteban F Klor & Sebastian Saiegh & Shanker Satyanath, 2021. ""Cronyism in State Violence: Evidence from Labor Repression During Argentina's Last Dictatorship,"" Journal of the European Economic Association, European Economic Association, vol. 19(3), pages 1439-1487.",N\A,https://ideas.repec.org/a/oup/jeurec/v19y2021i3p1439-1487..html,"19(3), pages 1439-1487.",10.1093/jeea/jvaa029,2021
Journal of the European Economic Association,Altruism and Risk Sharing in Networks,"['Renaud Bourlès', 'Yann Bramoullé', 'Eduardo Perez-Richet']","We provide the first analysis of the risk-sharing implications of altruism networks. Agents are embedded in a fixed network and care about each other. We explore whether altruistic transfers help smooth consumption and how this depends on the shape of the network. We find that altruism networks have a first-order impact on risk. Altruistic transfers generate efficient insurance when the network of perfect altruistic ties is strongly connected. We uncover two specific empirical implications of altruism networks. First, bridges can generate good overall risk sharing, and, more generally, the quality of informal insurance depends on the average path length of the network. Second, large shocks are well-insured by connected altruism networks. By contrast, large shocks tend to be badly insured in models of informal insurance with frictions. We characterize what happens for shocks that leave the structure of giving relationships unchanged. We further explore the relationship between consumption variance and centrality, correlation in consumption streams across agents, and the impact of adding links.","Renaud Bourlès & Yann Bramoullé & Eduardo Perez-Richet, 2021. ""Altruism and Risk Sharing in Networks,"" Journal of the European Economic Association, European Economic Association, vol. 19(3), pages 1488-1521.",N\A,https://ideas.repec.org/a/oup/jeurec/v19y2021i3p1488-1521..html,"19(3), pages 1488-1521.",10.1093/jeea/jvaa031,2021
Journal of the European Economic Association,Reevaluating Agricultural Productivity Gaps with Longitudinal Microdata,"['Joan Hamory', 'Marieke Kleemans', 'Nicholas Y Li', 'Edward Miguel']","Recent research has pointed to large gaps in labor productivity between the agricultural and non-agricultural sectors in low-income countries, as well as between workers in rural and urban areas. Most estimates are based on national accounts or repeated cross-sections of microsurvey data, and as a result typically struggle to account for individual selection between sectors. This paper uses long-run individual-level panel data from two low-income countries (Indonesia and Kenya) to explore these gaps. Accounting for individual fixed effects leads to much smaller estimated productivity gains from moving into the non-agricultural sector (or urban areas), reducing estimated gaps by roughly 67%–92%. Furthermore, gaps do not emerge up to 5 years after a move between sectors. We evaluate whether these findings imply a re-assessment of the conventional wisdom regarding sectoral gaps, discuss how to reconcile them with existing cross-sectional estimates, and consider implications for the desirability of sectoral reallocation of labor.","Joan Hamory & Marieke Kleemans & Nicholas Y Li & Edward Miguel, 2021. ""Reevaluating Agricultural Productivity Gaps with Longitudinal Microdata,"" Journal of the European Economic Association, European Economic Association, vol. 19(3), pages 1522-1555.",N\A,https://ideas.repec.org/a/oup/jeurec/v19y2021i3p1522-1555..html,"19(3), pages 1522-1555.",10.1093/jeea/jvaa043,2021
Journal of the European Economic Association,Predictive Power in Behavioral Welfare Economics,"['Elias Bouacida', 'Daniel Martin']","When choices are inconsistent due to behavioral biases, there is a theoretical debate about whether the structure of a model is necessary for providing precise welfare guidance based on those choices. To address this question empirically, we use standard data sets from the lab and field to evaluate the predictive power of two “model-free” approaches to behavioral welfare analysis. We find they typically have high predictive power, which means there is little ambiguity about what should be selected from each choice set. We also identify properties of revealed preferences that help to explain the predictive power of these approaches.","Elias Bouacida & Daniel Martin, 2021. ""Predictive Power in Behavioral Welfare Economics,"" Journal of the European Economic Association, European Economic Association, vol. 19(3), pages 1556-1591.",N\A,https://ideas.repec.org/a/oup/jeurec/v19y2021i3p1556-1591..html,"19(3), pages 1556-1591.",10.1093/jeea/jvaa037,2021
Journal of the European Economic Association,The Missing Link: Monetary Policy and The Labor Share,"['Cristiano Cantore', 'Filippo Ferroni', 'Miguel León-Ledesma']","The textbook New Keynesian (NK) model implies that the labor share is procyclical conditional on a monetary policy shock. We present evidence that a monetary policy tightening robustly increased the labor share and decreased real wages during the Great Moderation period in the United States, the Euro Area, the United Kingdom, Australia, and Canada. We show that this is inconsistent not only with the basic NK model, but also with medium-scale NK models commonly used for monetary policy analysis and where it is possible to break the direct link between the labor share and the inverse markup. Our results imply that either NK models are unable to separate the dynamics of the labor share from the markup or markups do not respond in the way NK models predict.","Cristiano Cantore & Filippo Ferroni & Miguel León-Ledesma, 2021. ""The Missing Link: Monetary Policy and The Labor Share,"" Journal of the European Economic Association, European Economic Association, vol. 19(3), pages 1592-1620.",N\A,https://ideas.repec.org/a/oup/jeurec/v19y2021i3p1592-1620..html,"19(3), pages 1592-1620.",10.1093/jeea/jvaa034,2021
Journal of the European Economic Association,"To Trade, or not to Trade, that is the Question: New Roles for Incomplete Contracts in Dynamic Settings","['Yeon-Koo Che', 'József Sákovics']","We reexamine the role of incomplete contracts in a dynamic model of renegotiation that endogenizes the timing of investments and trade. The interaction between bargaining and investment significantly alters the lessons learned from static models. When the opportunity to trade is expected to be long lasting, contracts that exacerbate the parties’ absolute vulnerability to hold-up—especially following under-investment—are desirable. For example, joint ownership of complementary assets can be optimal, an exclusivity agreement can protect the investments of its recipient, and trade contracts can facilitate purely cooperative investment.","Yeon-Koo Che & József Sákovics, 2021. ""To Trade, or not to Trade, that is the Question: New Roles for Incomplete Contracts in Dynamic Settings,"" Journal of the European Economic Association, European Economic Association, vol. 19(3), pages 1621-1655.",N\A,https://ideas.repec.org/a/oup/jeurec/v19y2021i3p1621-1655..html,"19(3), pages 1621-1655.",10.1093/jeea/jvaa035,2021
Journal of the European Economic Association,How do People Choose Between Biased Information Sources? Evidence from a Laboratory Experiment,"['Gary Charness', 'Ryan Oprea', 'Sevgi Yuksel']","People in our experiment choose between two information sources with opposing biases in order to inform their guesses about a binary state. By varying the nature of the bias, we vary whether it is optimal to consult information sources biased towards or against prior beliefs. Even in our deliberately-abstract setting, there is strong evidence of confirmation-seeking and to a lesser extent contradiction-seeking heuristics leading people to choose information sources biased towards or against their priors. Analysis of post-experiment survey questions suggests that subjects follow these rules due to fundamental errors in reasoning about the relative informativeness of biased information sources.","Gary Charness & Ryan Oprea & Sevgi Yuksel, 2021. ""How do People Choose Between Biased Information Sources? Evidence from a Laboratory Experiment,"" Journal of the European Economic Association, European Economic Association, vol. 19(3), pages 1656-1691.",N\A,https://ideas.repec.org/a/oup/jeurec/v19y2021i3p1656-1691..html,"19(3), pages 1656-1691.",10.1093/jeea/jvaa051,2021
Journal of the European Economic Association,The Human Capital Legacy of a Trade Embargo,"['Abhishek Chakravarty', 'Matthias Parey', 'Greg C Wright']","We estimate the effects of in-utero exposure to a trade embargo on survival and human capital in an import-dependent developing country. Using a regression discontinuity design, we find that a nearly comprehensive embargo imposed by India on Nepal in 1989 led to a large decline in reported live births, and increased early life mortality. The decline in births is concentrated in poorer, more remote districts, and is sharper for female births than male births, consistent with documented gender discrimination. Women survivors of exposure are more educated in adulthood than unexposed cohorts.","Abhishek Chakravarty & Matthias Parey & Greg C Wright, 2021. ""The Human Capital Legacy of a Trade Embargo,"" Journal of the European Economic Association, European Economic Association, vol. 19(3), pages 1692-1733.",N\A,https://ideas.repec.org/a/oup/jeurec/v19y2021i3p1692-1733..html,"19(3), pages 1692-1733.",10.1093/jeea/jvaa052,2021
Journal of the European Economic Association,The Long-Term Consequences of Free School Choice,['Victor Lavy'],"I study the long-term consequences of an effective free school choice program that targeted disadvantaged students in Israel two decades ago. I show that the program led to significant gains in post-secondary education through increased enrolment in academic and teachers’ colleges without any increase in enrolment in research universities. Free school choice also increased earnings at the adulthood of treated students. Male students had much larger improvements in college schooling and labor market outcomes. Female students, however, experienced higher increases in marriage and fertility rates, which most likely interfered with their schooling and labor market outcomes.","Victor Lavy, 2021. ""The Long-Term Consequences of Free School Choice,"" Journal of the European Economic Association, European Economic Association, vol. 19(3), pages 1734-1781.",N\A,https://ideas.repec.org/a/oup/jeurec/v19y2021i3p1734-1781..html,"19(3), pages 1734-1781.",10.1093/jeea/jvab001,2021
Journal of the European Economic Association,Media Freedom in the Shadow of a Coup,"['Raphael Boleslavsky', 'Mehdi Shadmehr', 'Konstantin Sonin']","Popular protests and palace coups are the two domestic threats to dictators. We show that free media, which informs citizens about their rulers, is a double-edged sword that alleviates one threat, but exacerbates the other. Informed citizens may protest against a ruler, but they may also protest to restore her after a palace coup. We develop a model in which citizens engage in a regime-change global game, and media freedom is a ruler’s instrument for Bayesian persuasion, used to manage the competing risks of coups and protests. A coup switches the status quo from being in the ruler’s favor to being against her. This introduces convexities in the ruler’s Bayesian persuasion problem, causing her to benefit from an informed citizenry. Rulers tolerate freer press when citizens are pessimistic about them, or coups signal information about them to citizens.","Raphael Boleslavsky & Mehdi Shadmehr & Konstantin Sonin, 2021. ""Media Freedom in the Shadow of a Coup,"" Journal of the European Economic Association, European Economic Association, vol. 19(3), pages 1782-1815.",N\A,https://ideas.repec.org/a/oup/jeurec/v19y2021i3p1782-1815..html,"19(3), pages 1782-1815.",10.1093/jeea/jvaa040,2021
Journal of the European Economic Association,Organizing Global Supply Chains: Input-Output Linkages and Vertical Integration,"['Giuseppe Berlingieri', 'Frank Pisch', 'Claudia Steinwender']","We study how the technological importance of inputs—measured by cost shares—is related to the decision to “make” or “buy” that input. Using detailed French international trade data and an instrumental variable approach based on self-constructed input–output tables, we show that multinationals vertically integrate technologically important inputs. A stylized incomplete contracting model with both ex-ante and ex-post inefficiencies explains why: Technologically more important inputs are “made” when transaction cost economics type forces overpower property rights type forces. However, additional results show that both types of forces are needed to explain the full patterns in the data.","Giuseppe Berlingieri & Frank Pisch & Claudia Steinwender, 2021. ""Organizing Global Supply Chains: Input-Output Linkages and Vertical Integration,"" Journal of the European Economic Association, European Economic Association, vol. 19(3), pages 1816-1852.",N\A,https://ideas.repec.org/a/oup/jeurec/v19y2021i3p1816-1852..html,"19(3), pages 1816-1852.",10.1093/jeea/jvaa039,2021
Journal of the European Economic Association,Pricing Under Fairness Concerns,"['Erik Eyster', 'Kristóf Madarász', 'Pascal Michaillat']","This paper proposes a theory of pricing premised upon the assumptions that customers dislike unfair prices—those marked up steeply over cost—and that firms take these concerns into account when setting prices. Because they do not observe firms’ costs, customers must extract costs from prices. The theory assumes that customers infer less than rationally: When a price rises due to a cost increase, customers partially misattribute the higher price to a higher markup—which they find unfair. Firms anticipate this response and trim their price increases, which drives the passthrough of costs into prices below one: Prices are somewhat rigid. Embedded in a New Keynesian model as a replacement for the usual pricing frictions, our theory produces monetary nonneutrality: When monetary policy loosens and inflation rises, customers misperceive markups as higher and feel unfairly treated; firms mitigate this perceived unfairness by reducing their markups; in general equilibrium, employment rises. The theory also features a hybrid short-run Phillips curve, realistic impulse responses of output and employment to monetary and technology shocks, and an upward-sloping long-run Phillips curve.","Erik Eyster & Kristóf Madarász & Pascal Michaillat, 2021. ""Pricing Under Fairness Concerns,"" Journal of the European Economic Association, European Economic Association, vol. 19(3), pages 1853-1898.",N\A,https://ideas.repec.org/a/oup/jeurec/v19y2021i3p1853-1898..html,"19(3), pages 1853-1898.",10.1093/jeea/jvaa041,2021
Journal of the European Economic Association,Electoral Competition with Rationally Inattentive Voters,"['Filip Matějka', 'Guido Tabellini']","This paper studies how voters’ selective ignorance interacts with policy design by political candidates. It shows that the selectivity empowers voters with extreme preferences and small groups, that divisive issues attract most attention, and that public goods are underfunded. Finer granularity of information increases these inefficiencies. Rational inattention can also explain why competing opportunistic candidates do not always converge on the same policy issues.","Filip Matějka & Guido Tabellini, 2021. ""Electoral Competition with Rationally Inattentive Voters,"" Journal of the European Economic Association, European Economic Association, vol. 19(3), pages 1899-1935.",N\A,https://ideas.repec.org/a/oup/jeurec/v19y2021i3p1899-1935..html,"19(3), pages 1899-1935.",10.1093/jeea/jvaa042,2021
Journal of the European Economic Association,None of the Above: Protest Voting in the World's Largest Democracy,"['Gergely Ujhelyi', 'Somdeep Chatterjee', 'Andrea Szabó']","Who are “protest voters” and do they affect elections? We study this question using the introduction of a pure protest option (“None Of The Above” (NOTA)) on Indian ballots. Using structural estimation, we find that in elections without NOTA, most protest voters simply abstain. Protest voters who turn out scatter their votes among many candidates and consequently have little impact on election results. From a policy perspective, NOTA may be an effective tool to increase political participation, and can attenuate the electoral impact of compulsory voting.","Gergely Ujhelyi & Somdeep Chatterjee & Andrea Szabó, 2021. ""None of the Above: Protest Voting in the World's Largest Democracy,"" Journal of the European Economic Association, European Economic Association, vol. 19(3), pages 1936-1979.",N\A,https://ideas.repec.org/a/oup/jeurec/v19y2021i3p1936-1979..html,"19(3), pages 1936-1979.",10.1093/jeea/jvaa047,2021
Journal of the European Economic Association,Trade Credit and Product Pricing: The Role of Implicit Interest Rates,"['Niklas Amberg', 'Tor Jacobson', 'Erik von Schedvin']","We empirically investigate the proposition that firms charge premia on cash prices in transactions involving trade credit. Using a comprehensive panel data set on product-level transaction prices and firm characteristics, we relate trade credit issuance to price setting. In a recession characterized by tightened credit conditions, we find that prices increase significantly more on products sold by firms issuing more trade credit, in response to higher opportunity costs of liquidity and counterparty risks. Our results thus demonstrate the importance of trade credit for price setting and show that trade credit issuance induces a channel through which financial conditions affect prices.","Niklas Amberg & Tor Jacobson & Erik von Schedvin, 2021. ""Trade Credit and Product Pricing: The Role of Implicit Interest Rates,"" Journal of the European Economic Association, European Economic Association, vol. 19(2), pages 709-740.",N\A,https://ideas.repec.org/a/oup/jeurec/v19y2021i2p709-740..html,"19(2), pages 709-740.",10.1093/jeea/jvaa007,2021
Journal of the European Economic Association,The Long-Term Costs of Government Surveillance: Insights from Stasi Spying in East Germany,"['Andreas Lichter', 'Max Löffler', 'Sebastian Siegloch']","We investigate the long-run effects of government surveillance on civic capital and economic performance, studying the case of the Stasi in East Germany. Exploiting regional variation in the number of spies and administrative features of the system, we combine a border discontinuity design with an instrumental variable strategy to estimate the long-term, post-reunification effect of government surveillance. We find that a higher spying density led to persistently lower levels of interpersonal and institutional trust in post-reunification Germany. We also find substantial and long-lasting economic effects of Stasi surveillance, resulting in lower income, higher exposure to unemployment, and lower self-employment.","Andreas Lichter & Max Löffler & Sebastian Siegloch, 2021. ""The Long-Term Costs of Government Surveillance: Insights from Stasi Spying in East Germany,"" Journal of the European Economic Association, European Economic Association, vol. 19(2), pages 741-789.",N\A,https://ideas.repec.org/a/oup/jeurec/v19y2021i2p741-789..html,"19(2), pages 741-789.",10.1093/jeea/jvaa009,2021
