journal,title,authors,abstract,cite,jel,url,volume,doi,year
Journal of International Economics,Trade and the political economy of redistribution,"['Vannoorenberghe, G.', 'Janeba, E.']","This paper shows how international trade affects the support for policies which redistribute income between workers across sectors, and how the existence of such policies changes the support for trade liberalization. Workers, who are imperfectly mobile across sectors, vote on whether to subsidize ailing sectors, thereby redistributing income but also distorting the labor allocation. We present three main findings. First, redistributive policies are more “likely” to arise in a small open than in a closed economy for a broad range of parameters. Second, if a redistributive policy is adopted in both situations, income differences across sectors tend to be lower in the open economy. Third, the possibility to redistribute income across sectors raises the political support for trade liberalization in the first place.","Vannoorenberghe, G. & Janeba, E., 2016. ""Trade and the political economy of redistribution,"" Journal of International Economics, Elsevier, vol. 98(C), pages 233-244.",N\A,https://ideas.repec.org/a/eee/inecon/v98y2016icp233-244.html,"98(C), pages 233-244.", 10.1016/j.jinteco.2015.09.008,2016
Journal of International Economics,The impact of foreign liabilities on small firms: Firm-level evidence from the Korean crisis,"['Kim, Yun Jung', 'Tesar, Linda L.', 'Zhang, Jing']","Using Korean firm-level data on publicly-listed and privately-held firms together with firm exit data, we find strong evidence that holdings of foreign-currency denominated debt negatively affected the economic performance of small firms during the 1997–98 crisis. The large exchange rate depreciation that occurred during the crisis resulted in a decline in net worth for firms with foreign-currency denominated debt on their balance sheets. Small firms with more short-term foreign debt were more likely to declare bankruptcy. Conditional on surviving the crisis, small firms that had more short-term foreign debt experienced larger declines in sales. The exit (bankruptcy) margin accounts for a large fraction of small firms' adjustment during the crisis.","Kim, Yun Jung & Tesar, Linda L. & Zhang, Jing, 2015. ""The impact of foreign liabilities on small firms: Firm-level evidence from the Korean crisis,"" Journal of International Economics, Elsevier, vol. 97(2), pages 209-230.",N\A,https://ideas.repec.org/a/eee/inecon/v97y2015i2p209-230.html,"97(2), pages 209-230.", 10.1016/j.jinteco.2015.05.006,2015
Journal of International Economics,Transmission of sovereign risk in the Euro crisis,"['Brutti, Filippo', 'Sauré, Philip']","We assess the role of financial linkages for the transmission of sovereign risk in the Euro crisis. Building on the narrative approach by Romer and Romer (1989, 2010) and augmented by Mertens and Ravn (2013), we use financial news to identify structural shocks in a vector autoregressive model of daily sovereign CDS premia for eleven European countries. To estimate how these shocks transmit across borders, we use data on cross-country bank exposures to sovereign debt. Our results indicate that cross-border financial exposures constitute important transmission channels: a reduction of exposure to overall Greek debt by one standard deviation is associated with a reduction in the response of the sovereign CDS to a shock to Greek sovereign risk by about three quarter in the average country. Decomposing these effects, we find that exposures to sovereign debt constitute significant transmission channels, while we find no robust support for transmission through bank-to-bank lending.","Brutti, Filippo & Sauré, Philip, 2015. ""Transmission of sovereign risk in the Euro crisis,"" Journal of International Economics, Elsevier, vol. 97(2), pages 231-248.",N\A,https://ideas.repec.org/a/eee/inecon/v97y2015i2p231-248.html,"97(2), pages 231-248.", 10.1016/j.jinteco.2015.03.009,2015
Journal of International Economics,Imperfect mobility of labor across sectors: a reappraisal of the Balassa–Samuelson effect,"['Cardi, Olivier', 'Restout, Romain']","This paper investigates the relative price and relative wage effects of a higher productivity in the traded sector compared with the non traded sector in a two-sector open economy model with imperfect substitutability in hours worked across sectors. The Balassa–Samuelson (1964) model predicts that a rise in the sectoral productivity ratio by 1% raises the relative price of non tradables by 1% while leaving the non traded wage-traded wage ratio unchanged. Applying cointegration methods to a panel of fourteen OECD countries over the period 1970–2007, our estimates show that the relative price rises by only 0.78% and the relative wage falls by 0.27%. While our first set of empirical findings cast doubt on the quantitative predictions of the Balassa–Samuelson model, our second set of evidence highlights the role of imperfect labor mobility: the relative price responds more to a productivity differential between tradables and non tradables while the reaction of the relative wage is more muted in countries with higher intersectoral reallocation of labor. We show that the ability of the two-sector model to account for our evidence quantitatively relies upon two ingredients: i) imperfect mobility of labor across sectors, and ii) physical capital accumulation. Finally, our numerical results reveal that the model predicts the relative price response fairly well, and to a lesser extent the relative wage response.","Cardi, Olivier & Restout, Romain, 2015. ""Imperfect mobility of labor across sectors: a reappraisal of the Balassa–Samuelson effect,"" Journal of International Economics, Elsevier, vol. 97(2), pages 249-265.",N\A,https://ideas.repec.org/a/eee/inecon/v97y2015i2p249-265.html,"97(2), pages 249-265.", 10.1016/j.jinteco.2015.06.003,2015
Journal of International Economics,Why trade matters after all,"['Ossa, Ralph']","I show that accounting for cross-industry variation in trade elasticities greatly magnifies the estimated gains from trade. The main idea is as simple as it is general: while imports in the average industry do not matter too much, imports in some industries are critical to the functioning of the economy, so that a complete shutdown of international trade is very costly overall.","Ossa, Ralph, 2015. ""Why trade matters after all,"" Journal of International Economics, Elsevier, vol. 97(2), pages 266-277.",N\A,https://ideas.repec.org/a/eee/inecon/v97y2015i2p266-277.html,"97(2), pages 266-277.", 10.1016/j.jinteco.2015.07.002,2015
Journal of International Economics,Trade policy and wage inequality: A structural analysis with occupational and sectoral mobility,"['Artuç, Erhan', 'McLaren, John']","A number of authors have argued that a worker's occupation of employment is at least as important as the worker's industry of employment in determining whether the worker will be hurt or helped by international trade. We investigate the role of occupational mobility on the effects of trade shocks on wage inequality in a dynamic, structural econometric model of worker adjustment. Each worker in our specification can switch either industry, occupation, or both, paying a time-varying cost to do so in a rational-expectations optimizing environment. We also specify a novel model of offshoring based on task-by-task comparative advantage that collapses to a very simple form for simulation. We find that the costs of switching industry and occupation are both high, and of similar magnitude. In simulations we find that a worker's industry of employment is much more important than either the worker's occupation or skill class in determining whether or not she is harmed by a trade shock, but occupation is crucial in determining who is harmed by an offshoring shock.","Artuç, Erhan & McLaren, John, 2015. ""Trade policy and wage inequality: A structural analysis with occupational and sectoral mobility,"" Journal of International Economics, Elsevier, vol. 97(2), pages 278-294.",N\A,https://ideas.repec.org/a/eee/inecon/v97y2015i2p278-294.html,"97(2), pages 278-294.", 10.1016/j.jinteco.2015.06.001,2015
Journal of International Economics,The welfare consequences of import tariffs: A quantitative perspective,"['Felbermayr, Gabriel', 'Jung, Benjamin', 'Larch, Mario']","The quantitative trade literature often does not distinguish between tariffs and iceberg trade costs. This paper explores qualitatively and quantitatively how this distinction matters for the gains from trade. Most obviously, tariffs generate government revenues, while icebergs do not. In models of monopolistic competition, they may also affect entry. Finally, depending on whether they are modeled as cost or demand shifters, tariffs may have different implications on profits, entry, and, in turn, on the elasticity of trade flows and welfare. We show that the welfare formula by Arkolakis, Costinot, and Rodriguez-Clare (2012) requires qualification, even in the simple single-sector case. We find that the quantitative welfare consequences of cost- versus demand-shifting tariffs can be important.","Felbermayr, Gabriel & Jung, Benjamin & Larch, Mario, 2015. ""The welfare consequences of import tariffs: A quantitative perspective,"" Journal of International Economics, Elsevier, vol. 97(2), pages 295-309.",N\A,https://ideas.repec.org/a/eee/inecon/v97y2015i2p295-309.html,"97(2), pages 295-309.", 10.1016/j.jinteco.2015.05.002,2015
Journal of International Economics,Are the benefits of export support durable? Evidence from Tunisia,"['Cadot, Olivier', 'Fernandes, Ana M.', 'Gourdon, Julien', 'Mattoo, Aaditya']","This paper evaluates the effects of the FAMEX export promotion program in Tunisia on the performance of beneficiary firms. While most studies assess only the short-term impact of such programs, we consider also the longer-term impact. Our estimates suggest that the average beneficiary initially saw both higher overall export levels and greater diversification across destinations and products. However, three years after the intervention, beneficiaries' export levels and diversification were no longer significantly different from those of a control group. Furthermore, the effects were heterogeneous across firms: small and large firms saw no positive impact on export levels, and even the positive impact on medium sized firms was temporary. The temporariness of the impact was not due to spillovers to non-beneficiary firms which helped them to catch up, or to greater exposure of beneficiaries to crisis-affected economies. Rather, the impact may be transient because the program did not lead to the enhancements in product quality or sophistication which could have strengthened competitiveness durably. Notwithstanding its transient effect, the relatively low-cost FAMEX still generated two Tunisian Dinars of private profits per Dinar of program expenditure, and the additional corporate tax revenue just covered the public cost of the program.","Cadot, Olivier & Fernandes, Ana M. & Gourdon, Julien & Mattoo, Aaditya, 2015. ""Are the benefits of export support durable? Evidence from Tunisia,"" Journal of International Economics, Elsevier, vol. 97(2), pages 310-324.",N\A,https://ideas.repec.org/a/eee/inecon/v97y2015i2p310-324.html,"97(2), pages 310-324.", 10.1016/j.jinteco.2015.07.005,2015
Journal of International Economics,Benefits of foreign ownership: Evidence from foreign direct investment in China,"['Wang, Jian', 'Wang, Xiao']","To examine the effect of foreign direct investment, this paper compares the post-acquisition performance changes of foreign- and domestic-acquired firms in China. Unlike previous studies, we investigate the purified effect of foreign ownership by using domestic-acquired firms as the control group. After controlling for the acquisition effect that exists in domestic acquisitions, we find no evidence that foreign ownership can bring additional productivity gains to target firms, though both foreign and domestic acquisitions bring productivity improvements to target firms. In contrast, a strong and robust finding is that foreign ownership significantly improves target firms' financial conditions and exports relative to domestic-acquired firms. Foreign acquisition is also found to improve output, employment and wages for target firms. These findings conflict with the conventional view of productivity-driven FDI and highlight the financial channel through which FDI benefits the host countries.","Wang, Jian & Wang, Xiao, 2015. ""Benefits of foreign ownership: Evidence from foreign direct investment in China,"" Journal of International Economics, Elsevier, vol. 97(2), pages 325-338.",N\A,https://ideas.repec.org/a/eee/inecon/v97y2015i2p325-338.html,"97(2), pages 325-338.", 10.1016/j.jinteco.2015.07.006,2015
Journal of International Economics,"More hands, more power? Estimating the impact of immigration on output and technology choices using early 20th century US agriculture","['Lafortune, Jeanne', 'Tessada, José', 'González-Velosa, Carolina']","We study the impact of immigration-induced changes in labor supply within agriculture in the US during early 20th century, a sector where shifting output mix may be easier than in previously studied industries (manufacturing), on output and production choices. We find evidence of output mix adjustments at the county-level in response to immigration as predicted by trade models. Moreover, that response is only visible in diversified counties. Counties with higher initial specialization, likely with higher degree of factor (land) specificity, responded instead through input mixes and organizational changes. Suggestive evidence indicates that crop mix adjustments alone, without organizational changes, absorbed an important part of changes in labor endowments in diversified counties.","Lafortune, Jeanne & Tessada, José & González-Velosa, Carolina, 2015. ""More hands, more power? Estimating the impact of immigration on output and technology choices using early 20th century US agriculture,"" Journal of International Economics, Elsevier, vol. 97(2), pages 339-358.",N\A,https://ideas.repec.org/a/eee/inecon/v97y2015i2p339-358.html,"97(2), pages 339-358.", 10.1016/j.jinteco.2015.07.008,2015
Journal of International Economics,"Firm heterogeneity, trade, multinationals, and growth: A quantitative evaluation","['Wu, Tommy T.']","In this paper I study and quantify the long-run effects of openness to trade and multinational production in a model of endogenous innovation with firm heterogeneity. When trade is liberalized, some multinationals find it more profitable to export and forgo the costs of maintaining capacities in foreign markets. I examine how this trade-off can have long-run effects on growth and welfare. The model emphasizes the importance of firms' ability to access multiple markets in providing incentives to innovate and highlights the role of the quality of technology in international technology spillovers for promoting growth. I find that by shutting down openness to both trade and multinational production with other OECD countries, the US would experience a welfare cost that is equivalent to a 39% drop in consumption, with the dynamic effect accounting for at least 40% of the estimated welfare cost. Since multinationals tend to use relatively high quality technology, trade liberalization alone can lead to an adverse effect on economic growth and consumer welfare by reducing the level of multinational production.","Wu, Tommy T., 2015. ""Firm heterogeneity, trade, multinationals, and growth: A quantitative evaluation,"" Journal of International Economics, Elsevier, vol. 97(2), pages 359-375.",N\A,https://ideas.repec.org/a/eee/inecon/v97y2015i2p359-375.html,"97(2), pages 359-375.", 10.1016/j.jinteco.2015.07.004,2015
Journal of International Economics,"Love for quality, comparative advantage, and trade","['Jaimovich, Esteban', 'Merella, Vincenzo']","We propose a Ricardian trade model with horizontal and vertical differentiation, where willingness to pay for quality rises with income, and productivity differentials across countries are stronger for high-quality varieties of goods. Our theory predicts that the scope for trade widens and international specialisation intensifies as incomes grow and wealthier consumers raise the quality of their consumption baskets. This implies that comparative advantages strengthen gradually over the path of development as a by-product of the process of quality upgrading. The evolution of comparative advantages leads to specific trade patterns that change over the growth path, by linking richer importers to more specialised exporters. We provide empirical support for this prediction, showing that the share of imports originating from exporters exhibiting a comparative advantage in a specific product correlates positively with the importer's GDP per head.","Jaimovich, Esteban & Merella, Vincenzo, 2015. ""Love for quality, comparative advantage, and trade,"" Journal of International Economics, Elsevier, vol. 97(2), pages 376-391.",N\A,https://ideas.repec.org/a/eee/inecon/v97y2015i2p376-391.html,"97(2), pages 376-391.", 10.1016/j.jinteco.2015.06.004,2015
Journal of International Economics,Firm investment and exporting: Evidence from China's value-added tax reform,"['Liu, Qing', 'Lu, Yi']","This paper contributes to the literature by identifying the causal effect of firm investment on exporting behavior. The identification hinges on regional variations in the 2004 value-added tax pilot reform in China, which generated positive investment shocks. The instrumental variable estimation results show that firm investment significantly and substantially increases the likelihood of exporting, and this effect is largely due to the positive effect of firm investment on firm productivity. Finally, the paper documents some heterogeneity of the effect across industries with different degrees of competition and financial constraints.","Liu, Qing & Lu, Yi, 2015. ""Firm investment and exporting: Evidence from China's value-added tax reform,"" Journal of International Economics, Elsevier, vol. 97(2), pages 392-403.",N\A,https://ideas.repec.org/a/eee/inecon/v97y2015i2p392-403.html,"97(2), pages 392-403.", 10.1016/j.jinteco.2015.07.003,2015
Journal of International Economics,International portfolios: A comparison of solution methods,"['Rabitsch, Katrin', 'Stepanchuk, Serhiy', 'Tsyrennikov, Viktor']","We compare the performance of the perturbation-based (local) portfolio solution method of Devereux & Sutherland (2010a, 2011) with a global solution method. As a test suite we use model specifications that broadly capture features of international financial trade, between advanced economies, and between advanced and emerging economies. We consider both symmetric country setups and asymmetric setups, that capture important empirical facts such as differences in macroeconomic volatility, differences in portfolio composition, and high equity premia. We find that the local method performs well at business cycle frequencies, both in the symmetric and asymmetric settings, while significant differences arise at long horizons in asymmetric settings.","Rabitsch, Katrin & Stepanchuk, Serhiy & Tsyrennikov, Viktor, 2015. ""International portfolios: A comparison of solution methods,"" Journal of International Economics, Elsevier, vol. 97(2), pages 404-422.",N\A,https://ideas.repec.org/a/eee/inecon/v97y2015i2p404-422.html,"97(2), pages 404-422.", 10.1016/j.jinteco.2015.08.001,2015
Journal of International Economics,Neoclassical growth and the natural resource curse puzzle,"['Guilló, Maria Dolores', 'Perez-Sebastian, Fidel']","We advance a novel mechanism that helps to explain the puzzling evidence on the natural resource curse. The new channel arises in a standard dynamic Heckscher–Ohlin model composed of small-open economies that take international output prices as given. Within this framework, a more capital-intensive primary sector implies that natural-resource abundant economies grow more slowly along the adjustment path. This effect might be only temporary because the natural input also affects long-run income, and not necessarily in the same direction as transitional growth. We produce quantitative results that show that the new mechanism can account for a significant fraction of the observed output growth gap between resource rich and resource poor U.S. states.","Guilló, Maria Dolores & Perez-Sebastian, Fidel, 2015. ""Neoclassical growth and the natural resource curse puzzle,"" Journal of International Economics, Elsevier, vol. 97(2), pages 423-435.",N\A,https://ideas.repec.org/a/eee/inecon/v97y2015i2p423-435.html,"97(2), pages 423-435.", 10.1016/j.jinteco.2015.06.002,2015
Journal of International Economics,Country characteristics and the effects of government consumption shocks on the current account and real exchange rate,"['Kim, Soyoung']","This paper examines the effects of government consumption shocks on the current account and the real exchange rate, as well as the influence of various country characteristics on these effects. A dataset of 18 industrial countries is used for the analysis. Panel VAR models are estimated for the groups of countries classified by country characteristics. The primary empirical findings are as follows. First, positive government consumption shocks lead, if anything, to real exchange rate depreciation, but the direction of the current account response varies across samples. In particular, positive government consumption shocks lead to real exchange rate depreciation under a floating exchange rate regime. Second, international capital mobility has a significant impact on the effects of government consumption shocks. The depreciation of the real exchange rate and the improvement of current account are larger in countries with low international capital mobility than those with high capital mobility. Third, albeit less robust, the depreciation of the real exchange rate and the improvement of the current account are larger in countries under more flexible exchange rate regimes than those under less flexible exchange rate regimes. In addition, the current account improves more in countries with high trade openness than those with low trade openness. Standard theories do not fully explain these empirical patterns. Thus, these findings suggest a need for further theoretical development.","Kim, Soyoung, 2015. ""Country characteristics and the effects of government consumption shocks on the current account and real exchange rate,"" Journal of International Economics, Elsevier, vol. 97(2), pages 436-447.",N\A,https://ideas.repec.org/a/eee/inecon/v97y2015i2p436-447.html,"97(2), pages 436-447.", 10.1016/j.jinteco.2015.07.007,2015
Journal of International Economics,On the benefits of a monetary union: Does it pay to be bigger?,"['Forlati, Chiara']","This paper revisits the question of the appropriate domain of a currency area using a New-Keynesian open economy model in which the world is split into two areas, each framed as a continuum of small open regions. We show that the adoption of a common currency like the euro can be beneficial for the members of the monetary union, since the spill-over effects generated by the inflationary policies of the small open economies are likely to outweigh the costs of not tailoring monetary policy to country-specific shocks. We also show that while the enlargement of the monetary union to another group of small open economies can bring about welfare gains for all countries involved, monetary integration of two large economies, such as the euro area and the U.S., will not. These findings can help to rationalize the process of the creation and enlargement of multi-country currency areas like the eurozone.","Forlati, Chiara, 2015. ""On the benefits of a monetary union: Does it pay to be bigger?,"" Journal of International Economics, Elsevier, vol. 97(2), pages 448-463.",N\A,https://ideas.repec.org/a/eee/inecon/v97y2015i2p448-463.html,"97(2), pages 448-463.", 10.1016/j.jinteco.2015.07.001,2015
Journal of International Economics,Tariff binding and overhang: Theory and evidence,"['Beshkar, Mostafa', 'Bond, Eric W.', 'Rho, Youngwoo']","Most market access commitments under the WTO are in the form of bindings on applied tariff rates. We observe two important regularities in the data. First, applied tariffs are often lower than the bound tariffs, providing governments with substantial policy flexibility. Second, the extent of flexibility varies substantially across sectors and countries. In a sharp contrast to the prediction of standard trade agreement models, we observe a strong negative correlation between tariff commitments and measures of import market power. We model the trade-off between discipline and flexibility in the design of trade agreements, and argue that recognizing this trade-off is the key to explain the observed patterns in the tariff binding commitments and applied tariffs under the WTO.","Beshkar, Mostafa & Bond, Eric W. & Rho, Youngwoo, 2015. ""Tariff binding and overhang: Theory and evidence,"" Journal of International Economics, Elsevier, vol. 97(1), pages 1-13.",N\A,https://ideas.repec.org/a/eee/inecon/v97y2015i1p1-13.html,"97(1), pages 1-13.", 10.1016/j.jinteco.2015.04.004,2015
Journal of International Economics,Is there a case for non-discrimination in the international protection of intellectual property?,"['Geng, Difei', 'Saggi, Kamal']","We evaluate the case for non-discrimination in international patent protection. When trade is not subject to any frictions/barriers, requiring national treatment (NT) does not affect the rate of innovation (and welfare) since unfavorable discrimination suffered abroad by innovators in the absence of NT is fully offset by favorable discrimination enjoyed by them at home. When trade barriers exist, however, such international offsetting in patent protection is incomplete and innovation incentives are actually lower under NT. By lumping domestic and foreign patent protection together, NT blunts the overall effectiveness of patent protection in incentivizing innovation in the presence of trade barriers.","Geng, Difei & Saggi, Kamal, 2015. ""Is there a case for non-discrimination in the international protection of intellectual property?,"" Journal of International Economics, Elsevier, vol. 97(1), pages 14-28.",N\A,https://ideas.repec.org/a/eee/inecon/v97y2015i1p14-28.html,"97(1), pages 14-28.", 10.1016/j.jinteco.2015.05.003,2015
Journal of International Economics,Product standards and margins of trade: Firm-level evidence,"['Fontagné, Lionel', 'Orefice, Gianluca', 'Piermartini, Roberta', 'Rocha, Nadia']","This paper considers the heterogenous trade effects of restrictive Sanitary and Phyto-Sanitary (SPS) measures on exporters of different sizes, and the channels via which aggregate exports fall: firm participation, export values and pricing strategies. We do so by matching a detailed panel of French firm exports to a new database of SPS regulatory measures that have been raised as of concern in the dedicated committees of the WTO. By using specific trade concerns to capture the restrictiveness of product standards, we focus only on standards that are perceived as trade barriers. We analyze their effects on three trade-related outcomes: (i) the probability to export and to exit the export market (the firm-product extensive margin), (ii) the value exported (the firm-product intensive margin), and (iii) export prices. We find that SPS concerns discourage the presence of exporters in SPS-imposing foreign markets. We also find a negative effect of SPS imposition on the intensive margins of trade. These negative effects SPS are attenuated in larger firms.","Fontagné, Lionel & Orefice, Gianluca & Piermartini, Roberta & Rocha, Nadia, 2015. ""Product standards and margins of trade: Firm-level evidence,"" Journal of International Economics, Elsevier, vol. 97(1), pages 29-44.",N\A,https://ideas.repec.org/a/eee/inecon/v97y2015i1p29-44.html,"97(1), pages 29-44.", 10.1016/j.jinteco.2015.04.008,2015
Journal of International Economics,Public debt and growth: Heterogeneity and non-linearity,"['Eberhardt, Markus', 'Presbitero, Andrea F.']","We study the long-run relationship between public debt and growth in a large panel of countries. Our analysis builds on theoretical arguments and data considerations in modelling the debt–growth relationship as heterogeneous across countries. We investigate the debt–growth nexus adopting linear and non-linear specifications, employing novel methods and diagnostics from the time-series literature adapted for use in the panel. We find some support for a negative relationship between public debt and long-run growth across countries, but no evidence for a similar, let alone common, debt threshold within countries.","Eberhardt, Markus & Presbitero, Andrea F., 2015. ""Public debt and growth: Heterogeneity and non-linearity,"" Journal of International Economics, Elsevier, vol. 97(1), pages 45-58.",N\A,https://ideas.repec.org/a/eee/inecon/v97y2015i1p45-58.html,"97(1), pages 45-58.", 10.1016/j.jinteco.2015.04.005,2015
Journal of International Economics,Fiscal federalism and monetary unions: A quantitative assessment,"['Evers, Michael P.']","In this paper, I provide a quantitative analysis of three different forms of fiscal federalism in monetary unions: fully decentralized regional fiscal authorities as the benchmark, fiscal equalization with nominal tax revenue sharing, and a common central fiscal authority. I assess the capability of the different arrangements to stabilize regional consumption, output, and employment over the business cycle. I also study the implications for interregional income, consumption risk sharing and welfare. From this analysis, the following results emerge. First, a central fiscal authority stabilizes consumption fluctuations and increases the scope of interregional income and consumption risk sharing. Second, fiscal equalization destabilizes consumption fluctuations and also reduces the scope of interregional income and consumption risk smoothing. Third, a central fiscal authority leads to welfare gains, whereas fiscal equalization leads to welfare losses.","Evers, Michael P., 2015. ""Fiscal federalism and monetary unions: A quantitative assessment,"" Journal of International Economics, Elsevier, vol. 97(1), pages 59-75.",N\A,https://ideas.repec.org/a/eee/inecon/v97y2015i1p59-75.html,"97(1), pages 59-75.", 10.1016/j.jinteco.2015.05.001,2015
Journal of International Economics,Structural gravity and fixed effects,"['Fally, Thibault']","The gravity equation for trade flows is one of the most successful empirical models in economics and has long played a central role in the trade literature (Anderson, 2011). Different approaches to estimate the gravity equation, i.e. reduced-form or more structural, have been proposed. This paper examines the role of adding-up constraints as the key difference between structural gravity with “multilateral resistance” indexes and reduced-form gravity with simple fixed effects by exporter and importer. In particular, estimating gravity equations using the Poisson pseudo-maximum-likelihood estimator (Poisson PML) with fixed effects automatically satisfies these constraints and is consistent with the introduction of “multilateral resistance” indexes as in Anderson and van Wincoop (2003).","Fally, Thibault, 2015. ""Structural gravity and fixed effects,"" Journal of International Economics, Elsevier, vol. 97(1), pages 76-85.",N\A,https://ideas.repec.org/a/eee/inecon/v97y2015i1p76-85.html,"97(1), pages 76-85.", 10.1016/j.jinteco.2015.05.005,2015
Journal of International Economics,Structural gravity with dummies only: Constrained ANOVA-type estimation of gravity models,"['Egger, Peter H.', 'Nigai, Sergey']","The measurement of trade costs and their effects on outcome is at the heart of a large quantitative literature in international economics. The majority of the recent significant contributions on the matter assumes that trade is log-linear in exporter-specific factors, importer-specific factors, and log trade costs that are additively composed of a parameterized part and a residual part. We demonstrate that, under standard assumptions in the literature, the magnitude of unobservable, residual trade costs is large, and that their ignorance leads to a bias of the importance of observable trade-cost measures as well as of country-specific variables that are either solved implicitly through structural estimation or estimated explicitly as fixed effects. The reason is that, due to general-equilibrium linkages, some country-specific variables are endogenous to residual trade costs, regardless of whether they are captured by iteratively-solved structural terms or by country(-time) fixed effects. As a result, quantifications of effects of trade costs and comparative static results are also biased. Apart from diagnosing this problem, the paper provides remedies for it by proposing theory-consistent approaches including a two-step procedure that permits identifying partial effects of observable gravity variables on total trade costs and trade flows which do not suffer from the unobserved-trade-cost bias.","Egger, Peter H. & Nigai, Sergey, 2015. ""Structural gravity with dummies only: Constrained ANOVA-type estimation of gravity models,"" Journal of International Economics, Elsevier, vol. 97(1), pages 86-99.",N\A,https://ideas.repec.org/a/eee/inecon/v97y2015i1p86-99.html,"97(1), pages 86-99.", 10.1016/j.jinteco.2015.05.004,2015
Journal of International Economics,Export prices of U.S. firms,"['Harrigan, James', 'Ma, Xiangjun', 'Shlychkov, Victor']","Using confidential firm-level data from the United States in 2002, we show that exporting firms charge prices for narrowly defined goods that differ substantially with the characteristics of firms and export markets. We control for selection into export markets using a three-stage estimator. We have three main results. First, we find that highly productive and skill-intensive firms charge higher prices, while capital-intensive firms charge lower prices. Second, U.S. firms charge substantially higher prices to markets other than Canada and Mexico. Third, the correlation between distance and product-level export prices is largely due to a composition effect.","Harrigan, James & Ma, Xiangjun & Shlychkov, Victor, 2015. ""Export prices of U.S. firms,"" Journal of International Economics, Elsevier, vol. 97(1), pages 100-111.",N\A,https://ideas.repec.org/a/eee/inecon/v97y2015i1p100-111.html,"97(1), pages 100-111.", 10.1016/j.jinteco.2015.04.007,2015
Journal of International Economics,Offshoring domestic jobs,"['Egger, Hartmut', 'Kreickemeier, Udo', 'Wrona, Jens']","We develop a two-country general equilibrium model, in which heterogeneous firms offshore routine tasks to a low-wage host country. In the presence of fixed costs for offshoring the most productive firms self-select into offshoring, which leads to a reallocation of domestic labor towards less productive uses if offshoring costs are high. As a consequence domestic welfare may fall. The reallocation effect is reversed and domestic welfare rises if offshoring costs are low. The aggregate income distribution, comprising wages and entrepreneurial incomes, becomes more unequal with offshoring.","Egger, Hartmut & Kreickemeier, Udo & Wrona, Jens, 2015. ""Offshoring domestic jobs,"" Journal of International Economics, Elsevier, vol. 97(1), pages 112-125.",N\A,https://ideas.repec.org/a/eee/inecon/v97y2015i1p112-125.html,"97(1), pages 112-125.", 10.1016/j.jinteco.2015.03.010,2015
Journal of International Economics,Trade dynamics with sector-specific human capital,"['Guren, Adam', 'Hémous, David', 'Olsen, Morten']","This paper develops a dynamic Heckscher Ohlin Samuelson model with sector-specific human capital and overlapping generations to characterize the dynamics and welfare implications of gradual labor market adjustment to trade. Our model is tractable enough to yield sharp analytic results, that complement and clarify an emerging empirical literature on labor market adjustment to trade. Existing generations that have accumulated specific human capital in one sector can switch sectors when the economy is hit by a trade shock. Nonetheless, the shock induces few workers to switch, generating a protracted adjustment that operates largely through the entry of new generations. This results in wages being tied to the sector of employment in the short-run but to the skill type in the long-run. Relative to a world with general human capital, welfare is improved for the skill group whose type-intensive sector shrinks. We extend the model to include physical capital and show that the transition is longer when capital is mobile. We also introduce nonpecuniary sector preferences and show that larger gross flows are associated with a longer transition.","Guren, Adam & Hémous, David & Olsen, Morten, 2015. ""Trade dynamics with sector-specific human capital,"" Journal of International Economics, Elsevier, vol. 97(1), pages 126-147.",N\A,https://ideas.repec.org/a/eee/inecon/v97y2015i1p126-147.html,"97(1), pages 126-147.", 10.1016/j.jinteco.2015.04.003,2015
Journal of International Economics,How do exchange rate movements affect Chinese exports? — A firm-level investigation,"['Li, Hongbin', 'Ma, Hong', 'Xu, Yuan']","This paper provides first-hand firm-level evidence on Chinese exporters' reaction to RMB exchange rate movements. We find that the RMB price response to exchange rate changes is very small, indicating relatively high exchange rate pass-through into foreign currency denominated prices, while the volume response is moderate and significant. Furthermore, exporters with higher productivity price more to market, though the pass-through is still very high. Other sources of heterogeneity, such as import intensity, distribution costs, income level of the destination countries, and foreign ownership also matter. Moreover, RMB appreciation reduces the probability of entry as well as the probability of continuing in the export market.","Li, Hongbin & Ma, Hong & Xu, Yuan, 2015. ""How do exchange rate movements affect Chinese exports? — A firm-level investigation,"" Journal of International Economics, Elsevier, vol. 97(1), pages 148-161.",N\A,https://ideas.repec.org/a/eee/inecon/v97y2015i1p148-161.html,"97(1), pages 148-161.", 10.1016/j.jinteco.2015.04.006,2015
