,journal,title,authors,abstract,cite,JEL,url,vol,doi,year
143,Journal of Economic Literature,"Job Information Networks, Neighborhood Effects, and Inequality","['Yannis M. Ioannides', 'Linda Datcher Loury']","This paper explores the theoretical and empirical literature to examine the use by different social groups of informal sources of information provided by friends, relatives, and acquaintances during job search and its consequences for the job market. It also addresses the role of network structure and size, the resource endowments of contacts, and nature of the links between contacts to explain differences in the effects of job information networks. In doing so, the paper also turns to the sociology literature on job information networks and provides an economic perspective on such sociological concepts as strong versus weak ties, inbreeding, distance from structural holes, etc. The paper distinguishes between models of exogenous job information networks, that is where individuals obtain job-related information through a given social structure, and endogenous job information networks, which are social networks that result from individuals' uncoordinated actions. The paper pays special attention to such issues as physical and social proximity and sharing of information and discusses them in the context of the recent social interactions and neighborhood effects literature. Finally, the paper outlines a model that integrates job information networks, where interactions occur in business cycle frequencies, with the dynamics of human capital formation, which include the joint effects of parental, community and neighborhood human capital, and are set in life cycle frequencies, for the purpose of organizing suggestions for future research and examining earned income inequality.","Yannis M. Ioannides & Linda Datcher Loury, 2004. ""Job Information Networks, Neighborhood Effects, and Inequality,"" Journal of Economic Literature, American Economic Association, vol. 42(4), pages 1056-1093, December.",N\A,https://ideas.repec.org/a/aea/jeclit/v42y2004i4p1056-1093.html,"42(4), pages 1056-1093, December.", 10.1257/0022051043004595,2004
144,Journal of Economic Literature,Financial Crises: Review of Eichengreen and Tirole,['Stanley Fischer'],No abstract is available for this item.,"Stanley Fischer, 2004. ""Financial Crises: Review of Eichengreen and Tirole,"" Journal of Economic Literature, American Economic Association, vol. 42(4), pages 1094-1097, December.",N\A,https://ideas.repec.org/a/aea/jeclit/v42y2004i4p1094-1097.html,"42(4), pages 1094-1097, December.", 10.1257/0022051043004612,2004
145,Journal of Economic Literature,Review of The New Financial Order by Shiller,['Stephen A. Ross'],No abstract is available for this item.,"Stephen A. Ross, 2004. ""Review of The New Financial Order by Shiller,"" Journal of Economic Literature, American Economic Association, vol. 42(4), pages 1098-1101, December.",N\A,https://ideas.repec.org/a/aea/jeclit/v42y2004i4p1098-1101.html,"42(4), pages 1098-1101, December.", 10.1257/0022051043004522,2004
146,Journal of Economic Literature,The Unity of Auction Theory: Milgrom's Masterclass,['Eric Maskin'],No abstract is available for this item.,"Eric Maskin, 2004. ""The Unity of Auction Theory: Milgrom's Masterclass,"" Journal of Economic Literature, American Economic Association, vol. 42(4), pages 1102-1115, December.",N\A,https://ideas.repec.org/a/aea/jeclit/v42y2004i4p1102-1115.html,"42(4), pages 1102-1115, December.", 10.1257/0022051043004586,2004
147,Journal of Economic Literature,Trade Costs,"['James E. Anderson', 'Eric van Wincoop']","This paper surveys the measurement of trade costs: what we know and don't know but may usefully attempt to learn. Partial and incomplete data on direct measures of costs go with inference on implicit costs from trade flows and prices. Total trade costs in rich countries are large. The ad valorem tax equivalent is about 170 percent when pushing the data hard. Poor countries face even higher trade costs. There is a lot of variation across countries and across goods within countries, much of which makes economic sense. In our survey, theory provides interpretation and perspective and suggests improvements for the future. Some new results are presented to properly apply and interpret gravity theory and handle aggregation.","James E. Anderson & Eric van Wincoop, 2004. ""Trade Costs,"" Journal of Economic Literature, American Economic Association, vol. 42(3), pages 691-751, September.",N\A,https://ideas.repec.org/a/aea/jeclit/v42y2004i3p691-751.html,"42(3), pages 691-751, September.", 10.1257/0022051042177649,2004
148,Journal of Economic Literature,International Technology Diffusion,['Wolfgang Keller'],"This paper surveys what is known about the extent of international technology diffusion and channels through which technology spreads. Productivity differences explain much of the variation in incomes across countries, and technology plays a key role in determining productivity. The pattern of worldwide technical change is determined largely by international technology diffusion because a few rich countries account for most of the world's creation of new technology. Cross-country income convergence turns on whether technology diffusion is global or local. There is no indication that international diffusion is inevitable or automatic, but rather, domestic technology investments are necessary. Better understanding of what determines the effectiveness of technology diffusion sheds light on the pace at which the world's technology frontier may expand.","Wolfgang Keller, 2004. ""International Technology Diffusion,"" Journal of Economic Literature, American Economic Association, vol. 42(3), pages 752-782, September.",N\A,https://ideas.repec.org/a/aea/jeclit/v42y2004i3p752-782.html,"42(3), pages 752-782, September.", 10.1257/0022051042177685,2004
149,Journal of Economic Literature,Rational Exuberance,['Stephen F. Le Roy'],"This article reviews the theory of speculative bubbles. Bubbles are a promising candidate as an explanation for the stock price run-up and collapse of the 1990s in the United States. The theory considers both irrational and rational bubbles, with emphasis on the latter. Rational bubbles, defined as the excess of security or portfolio prices over present values, can occur under conditions that are well understood. One argument relies on the assumed Pareto-optimality of equilibrium that rules out rational bubbles, but it is suggested that this argument is implausible.","Stephen F. Le Roy, 2004. ""Rational Exuberance,"" Journal of Economic Literature, American Economic Association, vol. 42(3), pages 783-804, September.",N\A,https://ideas.repec.org/a/aea/jeclit/v42y2004i3p783-804.html,"42(3), pages 783-804, September.", 10.1257/0022051042177711,2004
150,Journal of Economic Literature,Review of Mokyr's Gifts of Athena,['Hal R. Varian'],No abstract is available for this item.,"Hal R. Varian, 2004. ""Review of Mokyr's Gifts of Athena,"" Journal of Economic Literature, American Economic Association, vol. 42(3), pages 805-810, September.",N\A,https://ideas.repec.org/a/aea/jeclit/v42y2004i3p805-810.html,"42(3), pages 805-810, September.", 10.1257/0022051042177667,2004
151,Journal of Economic Literature,Celebrating Ned,['Axel Leijonhufvud'],No abstract is available for this item.,"Axel Leijonhufvud, 2004. ""Celebrating Ned,"" Journal of Economic Literature, American Economic Association, vol. 42(3), pages 811-821, September.",N\A,https://ideas.repec.org/a/aea/jeclit/v42y2004i3p811-821.html,"42(3), pages 811-821, September.", 10.1257/0022051042177658,2004
152,Journal of Economic Literature,The Years of Emerging Market Crises: A Review of Feldstein,['John Williamson'],No abstract is available for this item.,"John Williamson, 2004. ""The Years of Emerging Market Crises: A Review of Feldstein,"" Journal of Economic Literature, American Economic Association, vol. 42(3), pages 822-837, September.",N\A,https://ideas.repec.org/a/aea/jeclit/v42y2004i3p822-837.html,"42(3), pages 822-837, September.", 10.1257/0022051042177702,2004
153,Journal of Economic Literature,Modeling Knowledge in Economic Analysis,['Larry Samuelson'],This paper provides an introduction to how knowledge is modeled in economic contexts and the role played by the concepts of knowledge and common knowledge in economic analysis.,"Larry Samuelson, 2004. ""Modeling Knowledge in Economic Analysis,"" Journal of Economic Literature, American Economic Association, vol. 42(2), pages 367-403, June.",N\A,https://ideas.repec.org/a/aea/jeclit/v42y2004i2p367-403.html,"42(2), pages 367-403, June.", 10.1257/0022051041409057,2004
154,Journal of Economic Literature,Success and Failure of Reform: Insights from the Transition of Agriculture,"['Scott Rozelle', 'Johan F.M. Swinnen']","The paper analyzes the linkages between the reform strategies in transition countries and economic performance. We focus on agriculture because of the sharpness of the policy changes, fundamental differences among countries, and relative simplicity of agricultural relationships. We document post reform performance in the transition countries of Asia and Europe. We show how: a.) pricing reform and subsidy reductions; b.) land rights reform and policies that affect farm restructuring; and c.) the presence institutions that facilitate exchange (either markets or market substitutes) affect output and productivity. The paper ends with general lessons on reforms and transition.","Scott Rozelle & Johan F.M. Swinnen, 2004. ""Success and Failure of Reform: Insights from the Transition of Agriculture,"" Journal of Economic Literature, American Economic Association, vol. 42(2), pages 404-456, June.",N\A,https://ideas.repec.org/a/aea/jeclit/v42y2004i2p404-456.html,"42(2), pages 404-456, June.", 10.1257/0022051041409048,2004
155,Journal of Economic Literature,Economic Insights from Internet Auctions,"['Patrick Bajari', 'Ali Hortaçsu']","This paper surveys recent studies of internet auctions. Four main areas of research are summarized. First, we survey several studies that document and attempt to explain the frequently observed sniping, or last-second bidding behavior, in these auctions. Second, we summarize several methods proposed to quantify the distortions caused by asymmetric information in these markets, most notably due to the winner's curse. Third, we explore research about the role of reputation mechanisms installed to help combat these distortions. Finally, we discuss what internet auctions have to teach us about auction design.","Patrick Bajari & Ali Hortaçsu, 2004. ""Economic Insights from Internet Auctions,"" Journal of Economic Literature, American Economic Association, vol. 42(2), pages 457-486, June.",N\A,https://ideas.repec.org/a/aea/jeclit/v42y2004i2p457-486.html,"42(2), pages 457-486, June.", 10.1257/0022051041409075,2004
156,Journal of Economic Literature,Whose Line Is It? Plagiarism in Economics,['Gary A. Hoover'],"This paper reports the results of a survey regarding the instances of plagiarism reported by journal editors in the economics profession. The survey finds that nearly 24% of responding editors encounter one case of plagiarism in a typical year. In addition, the survey reveals that less than 19% of responding journals have a formal policy regarding plagiarism. Moreover, there is a great deal of variance in what is considered plagiarism and what an appropriate response to plagiarism should be. A majority of editors believe that the economics profession would benefit from a professional code of ethics.","Gary A. Hoover, 2004. ""Whose Line Is It? Plagiarism in Economics,"" Journal of Economic Literature, American Economic Association, vol. 42(2), pages 487-493, June.",N\A,https://ideas.repec.org/a/aea/jeclit/v42y2004i2p487-493.html,"42(2), pages 487-493, June.", 10.1257/0022051041409066,2004
157,Journal of Economic Literature,"On The Politics of Property Rights by Haber, Razo, and Maurer",['Robert H. Bates'],"Stephen Haber et al. explore economic growth in key sectors of the Mexican economy, 1876-1929, an era of political instability and (1914-17) civil war. The authors demonstrate that economic growth continued amidst political instability and offer an explanation for their counterintuitive finding. Reviewing the evidence advanced by the authors, Robert Bates summarizes and comments on their argument, and applies it to ""out of sample"" data from Africa.","Robert H. Bates, 2004. ""On The Politics of Property Rights by Haber, Razo, and Maurer,"" Journal of Economic Literature, American Economic Association, vol. 42(2), pages 494-500, June.",N\A,https://ideas.repec.org/a/aea/jeclit/v42y2004i2p494-500.html,"42(2), pages 494-500, June.", 10.1257/0022051041409020,2004
158,Journal of Economic Literature,"Trade, Growth, and the Environment","['Brian R. Copeland', 'M. Scott Taylor']","This essay reviews what we currently know about the environmental consequences of economic growth and international trade. Using a unified framework, we critically review both theory and empirical evidence on issues such as the Environmental Kuznets Curve, the pollution haven hypothesis, and the effects of environmental policy differences on trade and investment flows. We consider how this evidence can help us evaluate ongoing policy debates, and we discuss directions for further research.","Brian R. Copeland & M. Scott Taylor, 2004. ""Trade, Growth, and the Environment,"" Journal of Economic Literature, American Economic Association, vol. 42(1), pages 7-71, March.",N\A,https://ideas.repec.org/a/aea/jeclit/v42y2004i1p7-71.html,"42(1), pages 7-71, March.", 10.1257/002205104773558047,2004
159,Journal of Economic Literature,Trade Liberalization and Poverty: The Evidence So Far,"['L. Alan Winters', 'Neil McCulloch', 'Andrew McKay']","This paper assesses the current state of evidence on the impact of trade policy reform on poverty in developing countries. There is little empirical evidence addressing this question directly, but a lot of related evidence on specific aspects. We summarize this evidence using an analytic framework addressing four key areas: economic growth and stability; households and markets; wages and employment and government revenue. Twelve key questions are identified and empirical studies and results are discussed. We argue that there is no simple generalizable conclusion about the relationship between trade liberalization and poverty, and the picture is much less negative than is often suggested. In the long run and on average, trade liberalization is likely to be strongly poverty alleviating, and there is no convincing evidence that it will generally increase overall poverty or vulnerability. But there is evidence that the poor may be less well placed in the short run to protect themselves against adverse effects and take advantage of favorable opportunities.","L. Alan Winters & Neil McCulloch & Andrew McKay, 2004. ""Trade Liberalization and Poverty: The Evidence So Far,"" Journal of Economic Literature, American Economic Association, vol. 42(1), pages 72-115, March.",N\A,https://ideas.repec.org/a/aea/jeclit/v42y2004i1p72-115.html,"42(1), pages 72-115, March.", 10.1257/002205104773558056,2004
160,Journal of Economic Literature,"Empirical Studies of Financial Innovation: Lots of Talk, Little Action?","['W. Scott Frame', 'Lawrence J. White']","This paper reviews the extant empirical studies of financial innovation. Adopting broad criteria and spanning a long time horizon, we found surprisingly few studies (39), with most (23) having been conducted since 1998. Especially striking is that only two studies test hypotheses advanced in many descriptive articles as to the economic/environmental conditions that encourage financial innovation. We offer conjectures as to why empirical studies of financial innovation are comparatively rare, including as a culprit the absence of accessible data. We urge financial regulators to undertake more surveys of financial innovation and to make the resulting data available to researchers.","W. Scott Frame & Lawrence J. White, 2004. ""Empirical Studies of Financial Innovation: Lots of Talk, Little Action?,"" Journal of Economic Literature, American Economic Association, vol. 42(1), pages 116-144, March.",N\A,https://ideas.repec.org/a/aea/jeclit/v42y2004i1p116-144.html,"42(1), pages 116-144, March.", 10.1257/002205104773558065,2004
161,Journal of Economic Literature,The Chinese Saving Puzzle and the Life-Cycle Hypothesis,"['Franco Modigliani', 'Shi Larry Cao']","China's per capita income ranks below 100th in the world. Its saving rate, however, has been one of the highest worldwide in recent decades. In this paper, we attempt to explain the seeming paradox within the framework of the Life-Cycle Hypothesis developed by Franco Modigliani. The key LCH variables are income and population growth. Our results based on data we put together from official sources show that income growth has been the dominant factor behind the dramatic increase in China's saving rate, as predicted by the LCH. Demographic structure and inflation also had significant impact on the fluctuations of the saving rate.","Franco Modigliani & Shi Larry Cao, 2004. ""The Chinese Saving Puzzle and the Life-Cycle Hypothesis,"" Journal of Economic Literature, American Economic Association, vol. 42(1), pages 145-170, March.",N\A,https://ideas.repec.org/a/aea/jeclit/v42y2004i1p145-170.html,"42(1), pages 145-170, March.", 10.1257/002205104773558074,2004
162,Journal of Economic Literature,Understanding the Soft Budget Constraint,"['János Kornai', 'Eric Maskin', 'Gérard Roland']","We propose a clarification of the notion of a soft budget constraint, a concept widely used in the analysis of socialist, transitional, and market economies. Our interpretation is broad enough to embrace most existing approaches to soft budget constraint phenomena and provides a classification of their causes and consequences. In light of this interpretation, we then review the theoretical literature on the subject and compare it with those on other dynamic commitment problems in economics.","János Kornai & Eric Maskin & Gérard Roland, 2003. ""Understanding the Soft Budget Constraint,"" Journal of Economic Literature, American Economic Association, vol. 41(4), pages 1095-1136, December.",N\A,https://ideas.repec.org/a/aea/jeclit/v41y2003i4p1095-1136.html,"41(4), pages 1095-1136, December.", 10.1257/002205103771799999,2003
163,Journal of Economic Literature,The Economic Design of Sporting Contests,['Stefan Szymanski'],"This paper reviews the literature on commercial sport through the lens of the economic theory of contests/tournaments. It seeks to draw together research on incentives in individualistic sports such as golf and footraces with the research on uncertainty of outcome and competitive balance in team sports such as baseball and soccer. The contest framework is used to analyze issues such as the optimal distribution of prizes, the impact of revenue sharing, salary caps, draft rules, and a variety of other restraints commonly employed in sports leagues. The paper draws heavily on a comparative analysis of contest organization, in particular between North America and Europe.","Stefan Szymanski, 2003. ""The Economic Design of Sporting Contests,"" Journal of Economic Literature, American Economic Association, vol. 41(4), pages 1137-1187, December.",N\A,https://ideas.repec.org/a/aea/jeclit/v41y2003i4p1137-1187.html,"41(4), pages 1137-1187, December.", 10.1257/002205103771800004,2003
164,Journal of Economic Literature,Which Is the Fairest One of All? A Positive Analysis of Justice Theories,['James Konow'],"This paper evaluates numerous positive and normative theories of justice in positive terms, i.e., in terms of how accurately they describe the impartial fairness preferences of real people. In addition, the paper proposes and defends an integrated justice theory based on preferences over four distinct and sometimes conflicting forces. These forces frame the analysis of the individual theories and inspire four corresponding theoretical classes: equality and need, utilitarianism and welfare economics, equity and desert, and context. This synthesis enables one to treat justice rigorously and to reconcile results that often appear contradictory or at odds with alternative theories.","James Konow, 2003. ""Which Is the Fairest One of All? A Positive Analysis of Justice Theories,"" Journal of Economic Literature, American Economic Association, vol. 41(4), pages 1188-1239, December.",N\A,https://ideas.repec.org/a/aea/jeclit/v41y2003i4p1188-1239.html,"41(4), pages 1188-1239, December.", 10.1257/002205103771800013,2003
165,Journal of Economic Literature,"Sraffa, Wittgenstein, and Gramsci",['Amartya Sen'],"Two distinct but interrelated issues are investigated here. The first concerns Sraffa's critical role in contemporary philosophy through his pivotal influence on Wittgenstein. The intellectual origins of this profound influence can be traced to the philosophical interests of the activist political circle in Italy (clustered around the journal L'Ordine Nuovo) to which both Sraffa and Antonio Gramsci belonged. The second inquiry concerns the influence of Sraffa's philosophical views on his economics. Sraffa's economic contributions can be much better understood by paying attention to the way Sraffa changed the nature of the questions asked, rather than seeking different answers to already established questions.","Amartya Sen, 2003. ""Sraffa, Wittgenstein, and Gramsci,"" Journal of Economic Literature, American Economic Association, vol. 41(4), pages 1240-1255, December.",N\A,https://ideas.repec.org/a/aea/jeclit/v41y2003i4p1240-1255.html,"41(4), pages 1240-1255, December.", 10.1257/002205103771800022,2003
166,Journal of Economic Literature,Meltzer's History of the Federal Reserve,['David Laidler'],"This review argues that Allan Meltzer's account of the Federal Reserve between 1913 and 1951 complements Friedman and Schwartz's in their Monetary History. Meltzer emphasizes policy making within the system, rather than the evolution of the money supply and its effects on the economy. He stresses the uncertainty of the Fed's independence before the 1951 Accord, and the effects of economic ideas, notably the real bills and Riefler-Burgess doctrines, on policy. Many virtues in the book are noted, and one weakness, namely a failure to explain why inadequate ideas became dominant within the Fed when sounder alternatives were available in contemporary monetary thought.","David Laidler, 2003. ""Meltzer's History of the Federal Reserve,"" Journal of Economic Literature, American Economic Association, vol. 41(4), pages 1256-1271, December.",N\A,https://ideas.repec.org/a/aea/jeclit/v41y2003i4p1256-1271.html,"41(4), pages 1256-1271, December.", 10.1257/002205103771800031,2003
167,Journal of Economic Literature,Auctions and the Price of Art,"['Orley Ashenfelter', 'Kathryn Graddy']","This paper contains a review of the burgeoning new research of the last decade that has been designed to shed light on how the art auction system works, what it indicates about price formation, and how well it performs. We begin with a short description of the mechanics of the auction system and then organize the remainder of our discussion around two major topics: how auction prices can be used to determine and compare overall price movements within the art market and with other markets; and how the auction mechanism influences prices.","Orley Ashenfelter & Kathryn Graddy, 2003. ""Auctions and the Price of Art,"" Journal of Economic Literature, American Economic Association, vol. 41(3), pages 763-787, September.",N\A,https://ideas.repec.org/a/aea/jeclit/v41y2003i3p763-787.html,"41(3), pages 763-787, September.", 10.1257/002205103322436188,2003
168,Journal of Economic Literature,Forecasting Output and Inflation: The Role of Asset Prices,"['James H. Stock', 'Mark W.Watson']","Are asset prices useful predictors of inflation and real output growth? After reviewing the large literature on this topic, we undertake an empirical analysis of quarterly data for seven OECD countries spanning 1959-99. The literature review and the empirical analysis yield the same conclusions. Some asset prices predict inflation or output growth in some countries in some periods. Which series predicts what, when, and where is difficult to predict; being a good predictor historically is largely unrelated to subsequent performance. Intriguingly, forecasts that combine these individually unstable forecasts appear to improve reliably upon univariate benchmarks.","James H. Stock & Mark W.Watson, 2003. ""Forecasting Output and Inflation: The Role of Asset Prices,"" Journal of Economic Literature, American Economic Association, vol. 41(3), pages 788-829, September.",N\A,https://ideas.repec.org/a/aea/jeclit/v41y2003i3p788-829.html,"41(3), pages 788-829, September.", 10.1257/002205103322436197,2003
169,Journal of Economic Literature,Price Regulation of Access to Telecommunications Networks,['Ingo Vogelsang'],"Without access of networks to each other, competition in the telecommunications sector would hardly have spread so quickly. Such mutual access is necessary for carriers to provide ubiquitous service and enable end-users to call and be called by anybody without subscribing to a system-wide monopolist. One-way access concerns bottleneck inputs provided by an incumbent network to entrants, while two-way access concerns the interconnection between networks. Whereas one-way access regulation is exclusively driven by containment of market power, two-way access is additionally affected by collusion possibilities. Among the numerous pricing rules discussed, none clearly dominates. This article provides a roadmap vis-a-vis the competing policy objectives for access price regulation.","Ingo Vogelsang, 2003. ""Price Regulation of Access to Telecommunications Networks,"" Journal of Economic Literature, American Economic Association, vol. 41(3), pages 830-862, September.",N\A,https://ideas.repec.org/a/aea/jeclit/v41y2003i3p830-862.html,"41(3), pages 830-862, September.", 10.1257/002205103322436205,2003
170,Journal of Economic Literature,The Marketization of New Zealand Schools: Assessing Fiske and Ladd,"['Alan Woodfield', 'Philip Gunby']","Edward Fiske and Helen Ladd's review of market-based educational reforms in New Zealand are assessed in light of recent developments. We agree that predicted benefits were overstated, that there were both losers and winners, and that educational nirvana did not result. In our view, however, the main impact was to make schools' problems more transparent, creating discomforting pressures and attempts to undermine this transparency. We examine responses to changes in zoning laws, the effects of socioeconomic status on observed outcomes, signalling and value-added behavior, and school accountability. We find that educational reforms produce substantial short-term changes, largely on the demand-side.","Alan Woodfield & Philip Gunby, 2003. ""The Marketization of New Zealand Schools: Assessing Fiske and Ladd,"" Journal of Economic Literature, American Economic Association, vol. 41(3), pages 863-884, September.",N\A,https://ideas.repec.org/a/aea/jeclit/v41y2003i3p863-884.html,"41(3), pages 863-884, September.", 10.1257/002205103322436214,2003
171,Journal of Economic Literature,Globalization and the Politics of International Finance: The Stiglitz Verdict,['Kaushik Basu'],"There are many ""outsiders"" who have written critiques of the global financial system. Insiders typically do not; they have too much to lose. What makes Stiglitz's book, Globalization and Its Discontents, unusual is that it is an insider's critique. This book sketches the unfairness of the global system and how institutions, like the IMF, perpetuate the asymmetries of power and wealth. Though the book provides a morally compelling account of recent global crises, and its plea that we must think about radical change is hard to dismiss, it does not break new analytical ground nor offer concrete suggestions of alternatives.","Kaushik Basu, 2003. ""Globalization and the Politics of International Finance: The Stiglitz Verdict,"" Journal of Economic Literature, American Economic Association, vol. 41(3), pages 885-899, September.",N\A,https://ideas.repec.org/a/aea/jeclit/v41y2003i3p885-899.html,"41(3), pages 885-899, September.", 10.1257/002205103322436223,2003
172,Journal of Economic Literature,The Rise of the Regulatory State,"['Edward L. Glaeser', 'Andrei Shleifer']","The Progressive Era of the early twentieth-century U.S. saw significant growth of government regulation of business. We model the choice of law enforcement strategy between private litigation over accidents, regulation of precautions, a combination of the two, and doing nothing. Any of these strategies can be subverted by private parties, at a cost. Private litigation may be more vulnerable to subversion than regulation, especially as the scale of enterprise grows. The rise of regulation is seen as an efficient response to subversion of justice. The model makes sense of the progressive reform agenda. It may also help explain what institutions of law and order are appropriate in what circumstances-a crucial issue for transition economies and emerging markets.","Edward L. Glaeser & Andrei Shleifer, 2003. ""The Rise of the Regulatory State,"" Journal of Economic Literature, American Economic Association, vol. 41(2), pages 401-425, June.",N\A,https://ideas.repec.org/a/aea/jeclit/v41y2003i2p401-425.html,"41(2), pages 401-425, June.", 10.1257/002205103765762725,2003
173,Journal of Economic Literature,What Is Wrong with Taylor Rules? Using Judgment in Monetary Policy through Targeting Rules,['Lars E. O. Svensson'],"It is argued that inflation targeting is best understood as a commitment to a targeting rule rather than an instrument rule, either a general targeting rule (explicit objectives for monetary policy) or a specific targeting rule (a criterion for the forecasts of the target variables to be fulfilled), essentially the equality of the marginal rates of transformation and substitution between the target variables. Targeting rules allow the use of judgment and extra model information, are more robust and easier to verify than optimal instrument rules, and can bring the economy close to the socially optimal equilibrium.","Lars E. O. Svensson, 2003. ""What Is Wrong with Taylor Rules? Using Judgment in Monetary Policy through Targeting Rules,"" Journal of Economic Literature, American Economic Association, vol. 41(2), pages 426-477, June.",N\A,https://ideas.repec.org/a/aea/jeclit/v41y2003i2p426-477.html,"41(2), pages 426-477, June.", 10.1257/002205103765762734,2003
174,Journal of Economic Literature,Forecasting Volatility in Financial Markets: A Review,"['Ser-Huang Poon', 'Clive W.J. Granger']","Financial market volatility is an important input for investment, option pricing, and financial market regulation. The emphasis of this review article is on forecasting instead of modelling; it compares the volatility forecasting findings in 93 papers published and written in the last two decades. Provided in this paper as well are volatility definitions, insights into problematic issues of forecast evaluation, data frequency, extreme values and the measurement of ""actual"" volatility. We compare volatility forecasting performance of two main approaches; historical volatility models and volatility implied from options. Forecasting results are compared across different asset classes and geographical regions.","Ser-Huang Poon & Clive W.J. Granger, 2003. ""Forecasting Volatility in Financial Markets: A Review,"" Journal of Economic Literature, American Economic Association, vol. 41(2), pages 478-539, June.",N\A,https://ideas.repec.org/a/aea/jeclit/v41y2003i2p478-539.html,"41(2), pages 478-539, June.", 10.1257/002205103765762743,2003
175,Journal of Economic Literature,Review of Drug War Heresies by MacCoun and Reuter,['Steven D. Levitt'],"MacCoun and Reuter's primary goal is to understand how current U.S. drug policies can be improved. They carefully describe the facts and trends regarding drug usage, criminal justice enforcement, and the harms associated with drug use, then discuss the public debate surrounding drug prohibition and give an informal treatment of the theory underlying the competing positions. The authors study policies towards other vices like gambling, cigarettes, alcohol, and prostitution, as well as drug policies in other times and places. The broader implication that emerges is that there is a desperate need for better data and increased research if there is any hope for making truly informed policy on illicit drugs.","Steven D. Levitt, 2003. ""Review of Drug War Heresies by MacCoun and Reuter,"" Journal of Economic Literature, American Economic Association, vol. 41(2), pages 540-544, June.",N\A,https://ideas.repec.org/a/aea/jeclit/v41y2003i2p540-544.html,"41(2), pages 540-544, June.", 10.1257/002205103765762752,2003
176,Journal of Economic Literature,"On Networks and Markets by Rauch and Casella, eds",['Ezra W. Zuckerman'],"This essay reviews Networks and Markets, edited by James E. Rauch and Alessandra Casella. This book provides a useful vehicle for clarifying the main conceptual and operational issues facing the growing study of economic networks. Three types of networks are discussed: networks as concentrated or patterned exchange; as primordial relations; and, the most general, networks as structures of mutual orientation. An overview is provided of the challenges faced by research on the economic implications of three types of networks. The strengths and weaknesses of current research on economic networks are examined via a review of the contributions in the book.","Ezra W. Zuckerman, 2003. ""On Networks and Markets by Rauch and Casella, eds,"" Journal of Economic Literature, American Economic Association, vol. 41(2), pages 545-565, June.",N\A,https://ideas.repec.org/a/aea/jeclit/v41y2003i2p545-565.html,"41(2), pages 545-565, June.", 10.1257/002205103765762761,2003
177,Journal of Economic Literature,Review of Hoshi and Kashyap's Corporate Financing and Governance in Japan,['Juro Teranishi'],"Examining the development of the Japanese financial system since the Meiji era, Hoshi and Kashyap derive a number of interesting propositions on the evolution of bank-centered financing, its contribution to rapid growth, and its future transformation. They argue that the piecemeal approach to deregulation is one of the main reasons for the current banking crisis, and conclude that Japan will shift to a capital market-based financial system like the one in the United States or in prewar Japan. Hoshi and Kashyap's work makes an important contribution as a coherent long-term overview of Japan's bank-centered financial system.","Juro Teranishi, 2003. ""Review of Hoshi and Kashyap's Corporate Financing and Governance in Japan,"" Journal of Economic Literature, American Economic Association, vol. 41(2), pages 566-574, June.",N\A,https://ideas.repec.org/a/aea/jeclit/v41y2003i2p566-574.html,"41(2), pages 566-574, June.", 10.1257/002205103765762770,2003
178,Journal of Economic Literature,Political Institutions and Policy Choices: Evidence from the United States,"['Timothy Besley', 'Anne Case']","A rich array of institutional diversity makes the United States an excellent place to study the relationship between political institutions and public policy outcomes. This essay has three main aims. It reviews empirical evidence on the relationship between institutional rules, political representation and policy outcomes; it aims to place the literature into a broader context of theoretical and empirical work in political economy. Second, it develops a parallel empirical analysis that updates studies in the literature and reexamines some of the claims, in a setting unified in terms of policy outcomes and period under study. Third, it develops new directions for research, presenting some novel exploratory results.","Timothy Besley & Anne Case, 2003. ""Political Institutions and Policy Choices: Evidence from the United States,"" Journal of Economic Literature, American Economic Association, vol. 41(1), pages 7-73, March.",N\A,https://ideas.repec.org/a/aea/jeclit/v41y2003i1p7-73.html,"41(1), pages 7-73, March.", 10.1257/002205103321544693,2003
179,Journal of Economic Literature,The Gains from Pension Reform,"['Assar Lindbeck', 'Mats Persson']","We classify social security pension systems in three dimensions: actuarial versus non-actuarial, funded versus unfunded, and defined-benefit versus defined-contribution systems. Recent pension reforms are discussed in terms of these dimensions. Shifting to a more actuarial system reduces labor-market distortions, although limiting the scope for redistribution. Shifting to a funded system may increase saving, redistribute income to future generations and distort contemporary labor supply. A partial shift to a funded system helps individuals diversify their pension assets. A shift from a defined-benefit to a defined-contribution system means that income risk will be shifted from workers to pensioners.","Assar Lindbeck & Mats Persson, 2003. ""The Gains from Pension Reform,"" Journal of Economic Literature, American Economic Association, vol. 41(1), pages 74-112, March.",N\A,https://ideas.repec.org/a/aea/jeclit/v41y2003i1p74-112.html,"41(1), pages 74-112, March.", 10.1257/002205103321544701,2003
