journal,title,authors,abstract,cite,jel,url,vol,doi,year
Journal of Monetary Economics,"Uncertainty, investment, and managerial incentives","['Glover, Brent', 'Levine, Oliver']","This study provides evidence that managerial incentives, shaped by compensation contracts, help to explain the empirical relationship between uncertainty and investment. We develop a model in which the manager, compensated with an equity-based contract, makes investment decisions for a firm that faces time-varying volatility. The contract creates incentives that affect both the sign and magnitude of a manager׳s optimal response to volatility shocks. The model is calibrated using compensation data to quantify this predicted investment response for a large panel of firms. Our estimates help explain the variation in firm-level investment responses to volatility shocks observed in the data.","Glover, Brent & Levine, Oliver, 2015. ""Uncertainty, investment, and managerial incentives,"" Journal of Monetary Economics, Elsevier, vol. 69(C), pages 121-137.",N\A,https://ideas.repec.org/a/eee/moneco/v69y2015icp121-137.html,"69(C), pages 121-137.", 10.1016/j.jmoneco.2014.11.004,2015
Journal of Monetary Economics,A reconciliation of SVAR and narrative estimates of tax multipliers,"['Mertens, Karel', 'Ravn, Morten O.']","Existing empirical estimates of US nationwide tax multipliers vary from close to zero to very large. Using narrative measures as proxies for structural shocks to total tax revenues in an SVAR, we estimate tax multipliers at the higher end of the range: around two on impact and up to three after 6 quarters. We show that earlier findings of lower multipliers can be explained by an output elasticity of tax revenues assumption that is contradicted by empirical evidence or by failure to account for measurement error in narrative series of tax shocks.","Mertens, Karel & Ravn, Morten O., 2014. ""A reconciliation of SVAR and narrative estimates of tax multipliers,"" Journal of Monetary Economics, Elsevier, vol. 68(S), pages 1-19.",N\A,https://ideas.repec.org/a/eee/moneco/v68y2014isps1-s19.html,"68(S), pages 1-19.", 10.1016/j.jmoneco.2013.04.004,2014
Journal of Monetary Economics,The Economic Stimulus Payments of 2008 and the aggregate demand for consumption,"['Broda, Christian', 'Parker, Jonathan A.']","Households in the Nielsen Consumer Panel were surveyed about their 2008 Economic Stimulus Payment. In estimates identified by the randomized timing of disbursement, the average household׳s spending rose by 10 percent the week it received a Payment and remained high cumulating to 1.5–3.8 percent of spending over three months. These estimates imply partial-equilibrium increases in aggregate demand of 1.3 percent of consumption in the second quarter of 2008 and 0.6 percent in the third. Spending is concentrated among households with low wealth or low past income; a household׳s spending did not increase significantly when it learned about its Payment.","Broda, Christian & Parker, Jonathan A., 2014. ""The Economic Stimulus Payments of 2008 and the aggregate demand for consumption,"" Journal of Monetary Economics, Elsevier, vol. 68(S), pages 20-36.",N\A,https://ideas.repec.org/a/eee/moneco/v68y2014isps20-s36.html,"68(S), pages 20-36.", 10.1016/j.jmoneco.2014.09.002,2014
Journal of Monetary Economics,Debt maturity without commitment,"['Niepelt, Dirk']","How does sovereign risk shape the maturity structure of public debt? We consider a government that balances benefits of default, due to tax savings, and costs, due to output losses. Debt issuance affects subsequent default and rollover decisions and thus, current debt prices. This induces welfare costs beyond the consumption smoothing benefits from the marginal unit of debt. The equilibrium maturity structure minimises these welfare costs. It is interior with positive gross positions and shortens during times of crisis and low output, consistent with empirical evidence.","Niepelt, Dirk, 2014. ""Debt maturity without commitment,"" Journal of Monetary Economics, Elsevier, vol. 68(S), pages 37-54.",N\A,https://ideas.repec.org/a/eee/moneco/v68y2014isps37-s54.html,"68(S), pages 37-54.", 10.1016/j.jmoneco.2014.08.006,2014
Journal of Monetary Economics,The redistributive effects of financial deregulation,"['Korinek, Anton', 'Kreamer, Jonathan']","Financial regulation is often framed as a question of economic efficiency. This paper, by contrast, puts the distributive implications of financial regulation at center stage. We develop a model in which the financial sector benefits from financial risk-taking by earning greater expected returns. However, risk-taking also increases the incidence of large losses that lead to credit crunches and impose negative externalities on the real economy. A regulator has to trade off efficiency in the financial sector, which is aided by deregulation, against efficiency in the real economy, which is aided by tighter regulation and a more stable supply of credit.","Korinek, Anton & Kreamer, Jonathan, 2014. ""The redistributive effects of financial deregulation,"" Journal of Monetary Economics, Elsevier, vol. 68(S), pages 55-67.",N\A,https://ideas.repec.org/a/eee/moneco/v68y2014isps55-s67.html,"68(S), pages 55-67.", 10.1016/j.jmoneco.2014.08.007,2014
Journal of Monetary Economics,Internal debt crises and sovereign defaults,"['Arellano, Cristina', 'Kocherlakota, Narayana']","Internal and sovereign debt crises occur together and happen more frequently in economies with weak bankruptcy institutions. This paper provides a novel explanation. Internal crises arise because of the inability to liquidate private debtors when many default. In an optimal contract, a successful entrepreneur repays yet an unsuccessful one defaults and liquidates his assets. The bounds on liquidation generate, however, a second equilibrium where domestic borrowers default because others are also defaulting. During these coordinated defaults tax collections fall which increases sovereign default risk. In the model joint debt crises are an optimal response to informational problems in private-sector lending.","Arellano, Cristina & Kocherlakota, Narayana, 2014. ""Internal debt crises and sovereign defaults,"" Journal of Monetary Economics, Elsevier, vol. 68(S), pages 68-80.",N\A,https://ideas.repec.org/a/eee/moneco/v68y2014isps68-s80.html,"68(S), pages 68-80.", 10.1016/j.jmoneco.2014.03.003,2014
Journal of Monetary Economics,A life-cycle model of unemployment and disability insurance,"['Kitao, Sagiri']","A general equilibrium life-cycle model is developed, in which individuals choose a sequence of saving and labor supply faced with search frictions and uncertainty in longevity, health status and medical expenditures. Unemployed individuals decide whether to apply for disability insurance (DI) benefits if eligible. We investigate the effects of cash transfer and in-kind Medicare component of the DI system on the life-cycle employment. Without Medicare benefits, DI coverage could fall significantly. We also study how DI interacts with reforms of Social Security and Medicare and find that DI enrollment amplifies the effects of reforms.","Kitao, Sagiri, 2014. ""A life-cycle model of unemployment and disability insurance,"" Journal of Monetary Economics, Elsevier, vol. 68(C), pages 1-18.",N\A,https://ideas.repec.org/a/eee/moneco/v68y2014icp1-18.html,"68(C), pages 1-18.", 10.1016/j.jmoneco.2014.07.008,2014
Journal of Monetary Economics,Loss aversion and the asymmetric transmission of monetary policy,"['Santoro, Emiliano', 'Petrella, Ivan', 'Pfajfar, Damjan', 'Gaffeo, Edoardo']","There is widespread evidence that monetary policy exerts asymmetric effects on output over contractions and expansions in economic activity, while price responses display no sizeable asymmetry. To rationalize these facts we develop a dynamic general equilibrium model where households’ utility depends on consumption deviations from a reference level below which loss aversion is displayed. State-dependent degrees of real rigidity and elasticity of intertemporal substitution in consumption generate competing effects on output and inflation. Contractions face the Central Bank with higher responsiveness of output to interest rate changes, as well as a flatter aggregate supply schedule.","Santoro, Emiliano & Petrella, Ivan & Pfajfar, Damjan & Gaffeo, Edoardo, 2014. ""Loss aversion and the asymmetric transmission of monetary policy,"" Journal of Monetary Economics, Elsevier, vol. 68(C), pages 19-36.",N\A,https://ideas.repec.org/a/eee/moneco/v68y2014icp19-36.html,"68(C), pages 19-36.", 10.1016/j.jmoneco.2014.07.009,2014
Journal of Monetary Economics,Time to produce and emerging market crises,"['Schwartzman, Felipe']","After emerging market crises, value added falls more in manufacturing industries that normally exhibit higher inventory/cost ratios. Moreover, the difference in value added between manufacturing industries with different inventory/cost ratios persists years into the recovery. A shock to aggregate TFP cannot by itself match this pattern. In contrast, a persistent increase in the cost of foreign capital can. In the context of a calibrated multisector small open economy model, a shock to the cost of foreign capital consistent with the cross-industry data leads, 3–5years after the onset of the crisis, to an average reduction of output relative to a trend of 5.4 percent.","Schwartzman, Felipe, 2014. ""Time to produce and emerging market crises,"" Journal of Monetary Economics, Elsevier, vol. 68(C), pages 37-52.",N\A,https://ideas.repec.org/a/eee/moneco/v68y2014icp37-52.html,"68(C), pages 37-52.", 10.1016/j.jmoneco.2014.07.010,2014
Journal of Monetary Economics,The cyclicality of the user cost of labor,"['Kudlyak, Marianna']","The user cost of labor is the expected difference between the present discounted value of wages paid to a worker hired in the current period and that paid to a worker hired in the next period. Analogous to the price of any long-term asset, the user cost, not wage, is the relevant price for a firm that is considering adding a worker. I construct its counterpart in the data and estimate that it is substantially more procyclical than average wages or wages of newly hired workers. I demonstrate an application of the finding using the textbook search and matching model.","Kudlyak, Marianna, 2014. ""The cyclicality of the user cost of labor,"" Journal of Monetary Economics, Elsevier, vol. 68(C), pages 53-67.",N\A,https://ideas.repec.org/a/eee/moneco/v68y2014icp53-67.html,"68(C), pages 53-67.", 10.1016/j.jmoneco.2014.07.007,2014
Journal of Monetary Economics,Policy risk and the business cycle,"['Born, Benjamin', 'Pfeifer, Johannes']","The argument that uncertainty about monetary and fiscal policy has been holding back the recovery in the U.S. during the Great Recession has a large popular appeal. This paper uses an estimated New Keynesian model to analyze the role of policy risk in explaining business cycles. We directly measure risk from aggregate data and find a moderate amount of time-varying policy risk. The “pure uncertainty” effect of this policy risk is unlikely to play a major role in business cycle fluctuations. In the estimated model, output effects are relatively small because policy risk shocks are (i) too small and (ii) not sufficiently amplified.","Born, Benjamin & Pfeifer, Johannes, 2014. ""Policy risk and the business cycle,"" Journal of Monetary Economics, Elsevier, vol. 68(C), pages 68-85.",N\A,https://ideas.repec.org/a/eee/moneco/v68y2014icp68-85.html,"68(C), pages 68-85.", 10.1016/j.jmoneco.2014.07.012,2014
Journal of Monetary Economics,Fixed costs and long-lived investments,"['House, Christopher L.']","Fixed costs models are difficult to analyze because they feature non-degenerate, time-varying distributions of capital across firms. If investments are sufficiently long-lived however then the cross-sectional distribution of capital holdings has virtually no bearing on the equilibrium and the aggregate behavior of fixed-cost models is essentially identical to neoclassical models. The findings are due to a near infinite elasticity of investment timing for long-lived investments – a feature shared by fixed-cost models and neoclassical models. “Irrelevance results” found in numerical studies of fixed-cost models are not parametric special cases but instead are fundamental properties of models with long-lived investment goods.","House, Christopher L., 2014. ""Fixed costs and long-lived investments,"" Journal of Monetary Economics, Elsevier, vol. 68(C), pages 86-100.",N\A,https://ideas.repec.org/a/eee/moneco/v68y2014icp86-100.html,"68(C), pages 86-100.", 10.1016/j.jmoneco.2014.07.011,2014
Journal of Monetary Economics,Mussa redux and conditional PPP,"['Bergin, Paul R.', 'Glick, Reuven', 'Wu, Jyh-Lin']","The extreme persistence of real exchange rates found commonly in post-Bretton Woods data does not hold in the preceding fixed exchange rate period, when the half-life was roughly half as large in our sample. This finding supports sticky price models as an explanation for real exchange rate behavior, extending the classic argument of Mussa (1986) from a focus on short-run volatility to long-run dynamics. Two thirds of the rise in real exchange rate variance observed across exchange rate regimes is attributable to greater persistence of responses to shocks, including greater price stickiness, rather than to greater variance of shocks themselves.","Bergin, Paul R. & Glick, Reuven & Wu, Jyh-Lin, 2014. ""Mussa redux and conditional PPP,"" Journal of Monetary Economics, Elsevier, vol. 68(C), pages 101-114.",N\A,https://ideas.repec.org/a/eee/moneco/v68y2014icp101-114.html,"68(C), pages 101-114.", 10.1016/j.jmoneco.2014.08.003,2014
Journal of Monetary Economics,On the individual optimality of economic integration,"['Castro, Rui', 'Koumtingué, Nelnan']","Which countries find it optimal to form an economic union? We emphasize the risk-sharing benefits of economic integration. Consider an endowment world economy model, where international financial markets are incomplete and contracts not enforceable. A union solves both frictions among member countries. We uncover conditions on initial incomes and net foreign assets of potential union members such that forming a union is welfare-improving over standing alone in the world economy. Consistently with evidence on economic integration, unions in our model occur (i) relatively infrequently, and (ii) emerge more likely among homogeneous countries, and (iii) rich countries.","Castro, Rui & Koumtingué, Nelnan, 2014. ""On the individual optimality of economic integration,"" Journal of Monetary Economics, Elsevier, vol. 68(C), pages 115-135.",N\A,https://ideas.repec.org/a/eee/moneco/v68y2014icp115-135.html,"68(C), pages 115-135.", 10.1016/j.jmoneco.2014.08.001,2014
Journal of Monetary Economics,Bridging DSGE models and the raw data,"['Canova, Fabio']","A method to estimate DSGE models using the raw data is proposed. The approach links the observables to the model counterparts via a flexible specification which does not require the model-based component to be located solely at business cycle frequencies, allows the non-model-based component to take various time series patterns, and permits certain types of model misspecification. Applying standard data transformations induces biases in structural estimates and distortions in the policy conclusions. The proposed approach recovers important model-based features in selected experimental designs. Two widely discussed issues are used to illustrate its practical use.","Canova, Fabio, 2014. ""Bridging DSGE models and the raw data,"" Journal of Monetary Economics, Elsevier, vol. 67(C), pages 1-15.",N\A,https://ideas.repec.org/a/eee/moneco/v67y2014icp1-15.html,"67(C), pages 1-15.", 10.1016/j.jmoneco.2014.06.003,2014
Journal of Monetary Economics,Preferences or private assessments on a monetary policy committee?,"['Hansen, Stephen', 'McMahon, Michael', 'Velasco Rivera, Carlos']","Using Bank of England voting data, we show empirically that members’ votes are driven by heterogeneous individual assessments of the economy as well as their individual policy preferences. Estimates indicate that internal committee members form more precise assessments than externals and are also more hawkish. The estimates allow the first quantification of the gain due to information aggregation on monetary policy committees. The marginal gain from additional committee members tapers quickly after five members. There is no evidence of gains through externals’ moderating internals’ preferences. A relatively small committee of highly informed internal members emerges as a desirable committee structure.","Hansen, Stephen & McMahon, Michael & Velasco Rivera, Carlos, 2014. ""Preferences or private assessments on a monetary policy committee?,"" Journal of Monetary Economics, Elsevier, vol. 67(C), pages 16-32.",N\A,https://ideas.repec.org/a/eee/moneco/v67y2014icp16-32.html,"67(C), pages 16-32.", 10.1016/j.jmoneco.2014.06.004,2014
Journal of Monetary Economics,Lack of divine coincidence in New Keynesian models,"['Alves, Sergio Afonso Lago']","The literature has long agreed that the divine coincidence holds in standard New Keynesian models: the monetary authority is able to simultaneously stabilize inflation and output gap in response to preference and technology shocks. I show that the divine coincidence holds only when inflation is stabilized at exactly zero. Even small deviations from zero generate policy trade-offs. I demonstrate this result using the model׳s non-linear equilibrium conditions to avoid biases from log-linearization. When the model is log-linearized, a non-zero steady state level of inflation gives rise to what I call the endogenous trend inflation cost-push shock in the New -Keynesian Phillips curve.","Alves, Sergio Afonso Lago, 2014. ""Lack of divine coincidence in New Keynesian models,"" Journal of Monetary Economics, Elsevier, vol. 67(C), pages 33-46.",N\A,https://ideas.repec.org/a/eee/moneco/v67y2014icp33-46.html,"67(C), pages 33-46.", 10.1016/j.jmoneco.2014.07.002,2014
Journal of Monetary Economics,Polarized business cycles,"['Azzimonti, Marina', 'Talbert, Matthew']","Four stylized facts motivate this paper: (i) business cycle movements are wider in emerging countries (EC) than in developed ones; (ii) EC experience greater economic policy uncertainty; (iii) EC are more polarized and less politically stable; and (iv) EPU is positively related to political polarization. A standard real business cycle model augmented to incorporate political polarization, a ‘polarized business cycle’ (PBC) model, is shown to be consistent with these facts. We first derive our results analytically, and then quantify the effects of a permanent increase in polarization to the US economy.","Azzimonti, Marina & Talbert, Matthew, 2014. ""Polarized business cycles,"" Journal of Monetary Economics, Elsevier, vol. 67(C), pages 47-61.",N\A,https://ideas.repec.org/a/eee/moneco/v67y2014icp47-61.html,"67(C), pages 47-61.", 10.1016/j.jmoneco.2014.07.001,2014
Journal of Monetary Economics,Business cycle implications of mortgage spreads,"['Walentin, Karl']","How do aggregate quantities at the business cycle frequency respond to shocks to the spread between residential mortgage rates and government bonds? Using a structural VAR approach, we find that mortgage spread shocks impact the real economy by both economically and statistically significant magnitudes: a 100 basis point decline in the spread causes a peak increase in consumption, residential investment and GDP by 1.6 percent, 6.2 percent and 1.9 percent, respectively. Presumably, these effects are magnified when the policy rate is held fixed, as was the case in the US during the recent implementation of unconventional monetary policy.","Walentin, Karl, 2014. ""Business cycle implications of mortgage spreads,"" Journal of Monetary Economics, Elsevier, vol. 67(C), pages 62-77.",N\A,https://ideas.repec.org/a/eee/moneco/v67y2014icp62-77.html,"67(C), pages 62-77.", 10.1016/j.jmoneco.2014.07.005,2014
Journal of Monetary Economics,Uncertainty shocks and unemployment dynamics in U.S. recessions,"['Caggiano, Giovanni', 'Castelnuovo, Efrem', 'Groshenny, Nicolas']","What are the effects of uncertainty shocks on unemployment dynamics? We answer this question by estimating non-linear (Smooth-Transition) VARs with post-WWII U.S. data. The relevance of uncertainty shocks is found to be much larger than that predicted by standard linear VARs in terms of (i) magnitude of the reaction of the unemployment rate to such shocks, and (ii) contribution to the variance of the prediction errors of unemployment at business cycle frequencies. The ability of different classes of DSGE models to replicate our results is discussed.","Caggiano, Giovanni & Castelnuovo, Efrem & Groshenny, Nicolas, 2014. ""Uncertainty shocks and unemployment dynamics in U.S. recessions,"" Journal of Monetary Economics, Elsevier, vol. 67(C), pages 78-92.",N\A,https://ideas.repec.org/a/eee/moneco/v67y2014icp78-92.html,"67(C), pages 78-92.", 10.1016/j.jmoneco.2014.07.006,2014
Journal of Monetary Economics,Inflation dynamics: The role of public debt and policy regimes,"['Bhattarai, Saroj', 'Lee, Jae Won', 'Park, Woong Yong']","In a passive monetary and active fiscal policy regime, changes in the value of public debt generate wealth effects on households. Then, in contrast to the active monetary and passive fiscal policy regime, inflation moves oppositely from the inflation target and a stronger reaction of interest rates to inflation increases the response of inflation to shocks. Moreover, a higher level of public debt increases the response of inflation while a weaker reaction of taxes to debt decreases the response of inflation to shocks. In a passive monetary and passive fiscal policy regime, both monetary and fiscal policy parameters affect inflation.","Bhattarai, Saroj & Lee, Jae Won & Park, Woong Yong, 2014. ""Inflation dynamics: The role of public debt and policy regimes,"" Journal of Monetary Economics, Elsevier, vol. 67(C), pages 93-108.",N\A,https://ideas.repec.org/a/eee/moneco/v67y2014icp93-108.html,"67(C), pages 93-108.", 10.1016/j.jmoneco.2014.07.004,2014
Journal of Monetary Economics,A neoclassical interpretation of momentum,"['Liu, Laura Xiaolei', 'Zhang, Lu']","The neoclassical theory of investment implies that expected stock returns are tied with the expected marginal benefit of investment divided by the marginal cost of investment. Winners have higher expected growth and expected marginal productivity (two major components of the marginal benefit of investment), and earn higher expected stock returns than losers. The investment model succeeds in capturing average momentum profits, reversal of momentum in long horizons, long-run risks in momentum, and the interaction of momentum with several firm characteristics. However, the model fails to reproduce the procyclicality of momentum as well as its negative interaction with book-to-market equity.","Liu, Laura Xiaolei & Zhang, Lu, 2014. ""A neoclassical interpretation of momentum,"" Journal of Monetary Economics, Elsevier, vol. 67(C), pages 109-128.",N\A,https://ideas.repec.org/a/eee/moneco/v67y2014icp109-128.html,"67(C), pages 109-128.", 10.1016/j.jmoneco.2014.07.003,2014
Journal of Monetary Economics,How Amsterdam got fiat money,"['Quinn, Stephen', 'Roberds, William']","A fiat money system was introduced in the seventeenth century by a prominent public bank of the time, the Bank of Amsterdam. Employing data from the bank׳s archives, we show that bank money became a more attractive transactions medium following a 1683 policy change, which unbundled the bank׳s account balances from a right to redeem these balances in coin. Balances not matched by a redemption right became fiat. This change also stabilized the value of bank money as a unit of account, freed the bank from defensive open market operations, and promoted seigniorage collection.","Quinn, Stephen & Roberds, William, 2014. ""How Amsterdam got fiat money,"" Journal of Monetary Economics, Elsevier, vol. 66(C), pages 1-12.",N\A,https://ideas.repec.org/a/eee/moneco/v66y2014icp1-12.html,"66(C), pages 1-12.", 10.1016/j.jmoneco.2014.03.004,2014
Journal of Monetary Economics,Long-run productivity risk: A new hope for production-based asset pricing?,"['Massimiliano Croce, Mariano']","The examination of the intertemporal distribution of US productivity risk suggests that the conditional mean of productivity growth is an important determinant of macro quantities and asset prices. After establishing this empirical link, I rationalize it in a production economy featuring long-run productivity risk, Epstein and Zin (1989) preferences, and investment frictions. Both convex capital adjustment costs and convex reallocation costs across consumption and investment produce an annual equity premium as sizeable as in the data.","Massimiliano Croce, Mariano, 2014. ""Long-run productivity risk: A new hope for production-based asset pricing?,"" Journal of Monetary Economics, Elsevier, vol. 66(C), pages 13-31.",N\A,https://ideas.repec.org/a/eee/moneco/v66y2014icp13-31.html,"66(C), pages 13-31.", 10.1016/j.jmoneco.2014.04.001,2014
Journal of Monetary Economics,Innovation and the trade elasticity,"['Rubini, Loris']","The reaction of trade volumes to tariffs is far larger than what current models predict. One reason for this is that they abstract from endogenous productivity choices (“innovation”), which amplify this reaction. To show this, I develop a model of international trade with innovation, and calibrate it to Canada and United States before the Free Trade Agreement. Feeding in the tariff drops observed during the agreement, the increase in the trade volumes is within the empirical estimates. Without innovation, the change in trade volumes is too low, and similar to what current models without innovation have found.","Rubini, Loris, 2014. ""Innovation and the trade elasticity,"" Journal of Monetary Economics, Elsevier, vol. 66(C), pages 32-46.",N\A,https://ideas.repec.org/a/eee/moneco/v66y2014icp32-46.html,"66(C), pages 32-46.", 10.1016/j.jmoneco.2014.04.002,2014
Journal of Monetary Economics,"Machines, buildings, and optimal dynamic taxes","['Slavík, Ctirad', 'Yazici, Hakki']","The effective taxes on capital returns differ depending on capital type in the U.S. tax code. This paper uncovers a novel reason for the optimality of differential capital taxation. We set up a model with two types of capital – equipments and structures – and equipment-skill complementarity. Under a plausible assumption, we show that it is optimal to tax equipments at a higher rate than structures. In a calibrated model, the optimal tax differential rises from 27 to 40 percentage points over the transition to the new steady state. The welfare gains of optimal differential capital taxation can be as high as 0.4% of lifetime consumption.","Slavík, Ctirad & Yazici, Hakki, 2014. ""Machines, buildings, and optimal dynamic taxes,"" Journal of Monetary Economics, Elsevier, vol. 66(C), pages 47-61.",N\A,https://ideas.repec.org/a/eee/moneco/v66y2014icp47-61.html,"66(C), pages 47-61.", 10.1016/j.jmoneco.2014.04.004,2014
Journal of Monetary Economics,Income inequality and social preferences for redistribution and compensation differentials,"['Kerr, William R.']","Countries with greater inequality typically exhibit less support for redistribution and greater acceptance of inequality (e.g., U.S. versus Western Europe). If individual nations evolve along this pattern, a vicious cycle could form with reduced social concern amplifying primal increases in inequality. Exploring movements around these long-term levels, however, this study finds mixed evidence regarding the vicious cycle hypothesis. Larger compensation differentials are accepted as inequality grows. Weighing against this, growth in inequality is met with greater support for government-led redistribution. Inequality shocks can be reinforced in the labor market but do not result in weaker political preferences for redistribution.","Kerr, William R., 2014. ""Income inequality and social preferences for redistribution and compensation differentials,"" Journal of Monetary Economics, Elsevier, vol. 66(C), pages 62-78.",N\A,https://ideas.repec.org/a/eee/moneco/v66y2014icp62-78.html,"66(C), pages 62-78.", 10.1016/j.jmoneco.2014.03.002,2014
Journal of Monetary Economics,A macroeconomic approach to corporate capital structure,"['Katagiri, Mitsuru']","The cross-sectional distribution of corporate capital structure and its macroeconomic implications are underexplored research areas. This paper embeds a dynamic trade-off theory of firm financing into a general equilibrium model with firm dynamics. I find that the stationary equilibrium replicates fairly well the distribution of leverage as well as the relationship between leverage, size and profitability. The counterfactual experiment points out relatively small effects of tax benefits on corporate capital structure. It also implies that the effects of the default cost on macroeconomic variables are almost negligible under endogenous capital structure choice.","Katagiri, Mitsuru, 2014. ""A macroeconomic approach to corporate capital structure,"" Journal of Monetary Economics, Elsevier, vol. 66(C), pages 79-94.",N\A,https://ideas.repec.org/a/eee/moneco/v66y2014icp79-94.html,"66(C), pages 79-94.", 10.1016/j.jmoneco.2014.04.003,2014
Journal of Monetary Economics,Short and long interest rate targets,"['Adão, Bernardino', 'Correia, Isabel', 'Teles, Pedro']","Can both short and long-term interest rates be targeted independently? Can the target of the term structure help solve the problem of multiplicity of equilibria that occurs when only the short rate is targeted? Both questions are addressed, and the answer is yes to both.","Adão, Bernardino & Correia, Isabel & Teles, Pedro, 2014. ""Short and long interest rate targets,"" Journal of Monetary Economics, Elsevier, vol. 66(C), pages 95-107.",N\A,https://ideas.repec.org/a/eee/moneco/v66y2014icp95-107.html,"66(C), pages 95-107.", 10.1016/j.jmoneco.2014.03.005,2014
Journal of Monetary Economics,Do people understand monetary policy?,"['Carvalho, Carlos', 'Nechio, Fernanda']","We combine questions from the Michigan Survey about future inflation, unemployment, and interest rates to investigate whether households are aware of the basic features of U.S. monetary policy. Our findings provide evidence that some households form their expectations in a way that is consistent with a Taylor (1993)-type rule. We also document a large degree of variation in the pattern of responses over the business cycle. In particular, the negative relationship between unemployment and interest rates that is apparent in the data only shows up in households׳ answers during periods of labor market weakness.","Carvalho, Carlos & Nechio, Fernanda, 2014. ""Do people understand monetary policy?,"" Journal of Monetary Economics, Elsevier, vol. 66(C), pages 108-123.",N\A,https://ideas.repec.org/a/eee/moneco/v66y2014icp108-123.html,"66(C), pages 108-123.", 10.1016/j.jmoneco.2014.04.013,2014
Journal of Monetary Economics,Sufficient information in structural VARs,"['Forni, Mario', 'Gambetti, Luca']","Necessary and sufficient conditions under which a VAR contains sufficient information to estimate the structural shocks are derived. On the basis of this theoretical result we propose two simple tests to detect informational deficiency and a procedure to amend a deficient VAR. A simulation based on a DSGE model with fiscal foresight suggests that our method correctly identifies and fixes the informational problem. In an empirical application, we show that a bivariate VAR including unemployment and labor productivity is informationally deficient. Once the relevant information is included into the model, technology shocks appear to be contractionary.","Forni, Mario & Gambetti, Luca, 2014. ""Sufficient information in structural VARs,"" Journal of Monetary Economics, Elsevier, vol. 66(C), pages 124-136.",N\A,https://ideas.repec.org/a/eee/moneco/v66y2014icp124-136.html,"66(C), pages 124-136.", 10.1016/j.jmoneco.2014.04.005,2014
Journal of Monetary Economics,Dissent in monetary policy decisions,"['Riboni, Alessandro', 'Ruge-Murcia, Francisco']","Voting records indicate that dissents in monetary policy committees are frequent and predictability regressions show that they help forecast future policy decisions. This paper develops a model of consensual collective decision-making and dissent, and estimates it using individual voting data from the Bank of England and the Riksbank. Regressions based on artificial data simulated from the model show that decision-making frictions help account for the predictive power of current dissents.","Riboni, Alessandro & Ruge-Murcia, Francisco, 2014. ""Dissent in monetary policy decisions,"" Journal of Monetary Economics, Elsevier, vol. 66(C), pages 137-154.",N\A,https://ideas.repec.org/a/eee/moneco/v66y2014icp137-154.html,"66(C), pages 137-154.", 10.1016/j.jmoneco.2014.03.006,2014
Journal of Monetary Economics,Is it one break or ongoing permanent shocks that explains U.S. real GDP?,"['Luo, Sui', 'Startz, Richard']","The relative importance of permanent versus cyclical shocks to GDP has been found to depend on the presence or absence of a single break in mean growth. We estimate unobserved components models conditional on a trend break having occurred in any specified quarter and use the Bayesian model averaging to combine the conditional estimates. We estimate a break occurred around 2006:1. Allowing for a break significantly reduces estimates of trend variance. However, enough spread remains in the posterior distribution to indicate that available data does not definitively settle the question of the relative importance of trend versus cycle.","Luo, Sui & Startz, Richard, 2014. ""Is it one break or ongoing permanent shocks that explains U.S. real GDP?,"" Journal of Monetary Economics, Elsevier, vol. 66(C), pages 155-163.",N\A,https://ideas.repec.org/a/eee/moneco/v66y2014icp155-163.html,"66(C), pages 155-163.", 10.1016/j.jmoneco.2014.04.016,2014
Journal of Monetary Economics,Local banking panics of the 1920s: Identification and determinants,"['Davison, Lee K.', 'Ramirez, Carlos D.']","Using a newly discovered dataset of U.S. bank suspensions from 1921 to 1929, we discovered that banking panics were more common in the 1920s than had been believed. Besides identifying panics, we investigate their determinants, finding that local banking panics were more likely when fundamental economic conditions were generally weak and more likely in “overbanked” states; they were less likely in states with deposit insurance or states where a relatively large share of banks belonged to chain banking organizations.","Davison, Lee K. & Ramirez, Carlos D., 2014. ""Local banking panics of the 1920s: Identification and determinants,"" Journal of Monetary Economics, Elsevier, vol. 66(C), pages 164-177.",N\A,https://ideas.repec.org/a/eee/moneco/v66y2014icp164-177.html,"66(C), pages 164-177.", 10.1016/j.jmoneco.2014.05.001,2014
Journal of Monetary Economics,Multiproduct firms and price-setting: Theory and evidence from U.S. producer prices,"['Bhattarai, Saroj', 'Schoenle, Raphael']","Using micro-data on U.S. producer prices, we establish three new facts about price setting by multi-product firms. First, firms selling more goods adjust prices more frequently but on average by smaller amounts. Moreover, their fraction of positive price changes is lower and the dispersion of price changes is higher. Second, price changes within firms are substantially synchronized, which plays a dominant role in explaining pricing dynamics. Third, firms selling more goods have greater within-firm synchronization of price changes. A model with trend inflation and firm-specific menu costs where firms are subject to idiosyncratic and aggregate shocks matches the empirical findings.","Bhattarai, Saroj & Schoenle, Raphael, 2014. ""Multiproduct firms and price-setting: Theory and evidence from U.S. producer prices,"" Journal of Monetary Economics, Elsevier, vol. 66(C), pages 178-192.",N\A,https://ideas.repec.org/a/eee/moneco/v66y2014icp178-192.html,"66(C), pages 178-192.", 10.1016/j.jmoneco.2014.05.002,2014
