journal,title,authors,volume,jel,abstract,url,doi
Econometrica,Research Design Meets Market Design: Using Centralized Assignment for Impact Evaluation,"['Atila Abdulkadiroğlu', 'Joshua Angrist', 'Yusuke Narita', 'Parag Pathak']","2017, vol. 85, 1373-1432",[],"Abstract: A growing number of school districts use centralized assignment mechanisms to allocate school seats in a manner that reflects student preferences and school priorities. Many of these assignment schemes use lotteries to ration seats when schools are oversubscribed. The resulting random assignment opens the door to credible quasi‐experimental research designs for the evaluation of school effectiveness. Yet the question of how best to separate the lottery‐generated randomization integral to such designs from non‐random preferences and priorities remains open. This paper develops easily‐implemented empirical strategies that fully exploit the random assignment embedded in a wide class of mechanisms, while also revealing why seats are randomized at one school but not another. We use these methods to evaluate charter schools in Denver, one of a growing number of districts that combine charter and traditional public schools in a unified assignment system. The resulting estimates show large achievement gains from charter school attendance. Our approach generates efficiency gains over ad hoc methods, such as those that focus on schools ranked first, while also identifying a more representative average causal effect. We also show how to use centralized assignment mechanisms to identify causal effects in models with multiple school sectors.",https://econpapers.repec.org/article/wlyemetrp/v_3a85_3ay_3a2017_3ai_3a_3ap_3a1373-1432.htm,
Econometrica,On Monotone Recursive Preferences,"['Antoine Bommier', 'Asen Kochov', 'François Le Grand']","2017, vol. 85, 1433-1466",[],"Abstract: We explore the set of preferences defined over temporal lotteries in an infinite horizon setting. We provide utility representations for all preferences that are both recursive and monotone. Our results indicate that the class of monotone recursive preferences includes Uzawa–Epstein preferences and risk‐sensitive preferences, but leaves aside several of the recursive models suggested by Epstein and Zin (1989) and Weil (1990). Our representation result is derived in great generality using Lundberg's (1982, 1985) work on functional equations.",https://econpapers.repec.org/article/wlyemetrp/v_3a85_3ay_3a2017_3ai_3a_3ap_3a1433-1466.htm,
Econometrica,Recursive Equilibria in Dynamic Economies With Stochastic Production,"['Johannes Brumm', 'Dominika Kryczka', 'Felix Kubler']","2017, vol. 85, 1467-1499",[],"Abstract: In this paper, we prove the existence of recursive equilibria in a dynamic stochastic model with infinitely lived heterogeneous agents, several commodities, and general inter‐ and intratemporal production. We illustrate the usefulness of our result by providing sufficient conditions for the existence of recursive equilibria in heterogeneous agent versions of both the Lucas asset pricing model and the neoclassical stochastic growth model.",https://econpapers.repec.org/article/wlyemetrp/v_3a85_3ay_3a2017_3ai_3a_3ap_3a1467-1499.htm,
Econometrica,Nonparametric Stochastic Discount Factor Decomposition,['Timothy M. Christensen'],"2017, vol. 85, 1501-1536",[],"Abstract: Stochastic discount factor (SDF) processes in dynamic economies admit a permanent‐transitory decomposition in which the permanent component characterizes pricing over long investment horizons. This paper introduces an empirical framework to analyze the permanent‐transitory decomposition of SDF processes. Specifically, we show how to estimate nonparametrically the solution to the Perron–Frobenius eigenfunction problem of Hansen and Scheinkman, 2009. Our empirical framework allows researchers to (i) construct time series of the estimated permanent and transitory components and (ii) estimate the yield and the change of measure which characterize pricing over long investment horizons. We also introduce nonparametric estimators of the continuation value function in a class of models with recursive preferences by reinterpreting the value function recursion as a nonlinear Perron–Frobenius problem. We establish consistency and convergence rates of the eigenfunction estimators and asymptotic normality of the eigenvalue estimator and estimators of related functionals. As an application, we study an economy where the representative agent is endowed with recursive preferences, allowing for general (nonlinear) consumption and earnings growth dynamics.",https://econpapers.repec.org/article/wlyemetrp/v_3a85_3ay_3a2017_3ai_3a_3ap_3a1501-1536.htm,
Econometrica,Money as a Unit of Account,"['Matthias Doepke', 'Martin Schneider']","2017, vol. 85, 1537-1574",[],"Abstract: We develop a theory that rationalizes the use of a dominant unit of account in an economy. Agents enter into non‐contingent contracts with a variety of business partners. Trade unfolds sequentially in credit chains and is subject to random matching. By using a dominant unit of account, agents can lower their exposure to relative price risk, avoid costly default, and create more total surplus. We discuss conditions under which it is optimal to adopt circulating government paper as the dominant unit of account, and the optimal choice of “currency areas” when there is variation in the intensity of trade within and across regions.",https://econpapers.repec.org/article/wlyemetrp/v_3a85_3ay_3a2017_3ai_3a_3ap_3a1537-1574.htm,
Econometrica,Using Adaptive Sparse Grids to Solve High‐Dimensional Dynamic Models,"['Johannes Brumm', 'Simon Scheidegger']","2017, vol. 85, 1575-1612",[],"Abstract: We present a flexible and scalable method for computing global solutions of high‐dimensional stochastic dynamic models. Within a time iteration or value function iteration setup, we interpolate functions using an adaptive sparse grid algorithm. With increasing dimensions, sparse grids grow much more slowly than standard tensor product grids. Moreover, adaptivity adds a second layer of sparsity, as grid points are added only where they are most needed, for instance, in regions with steep gradients or at nondifferentiabilities. To further speed up the solution process, our implementation is fully hybrid parallel, combining distributed and shared memory parallelization paradigms, and thus permits an efficient use of high‐performance computing architectures. To demonstrate the broad applicability of our method, we solve two very different types of dynamic models: first, high‐dimensional international real business cycle models with capital adjustment costs and irreversible investment; second, multiproduct menu‐cost models with temporary sales and economies of scope in price setting.",https://econpapers.repec.org/article/wlyemetrp/v_3a85_3ay_3a2017_3ai_3a_3ap_3a1575-1612.htm,
Econometrica,Spurious Inference in Reduced‐Rank Asset‐Pricing Models,"['Nikolay Gospodinov', 'Raymond Kan', 'Cesare Robotti']","2017, vol. 85, 1613-1628",[],"Abstract: This note studies some seemingly anomalous results that arise in possibly misspecified, reduced‐rank linear asset‐pricing models estimated by the continuously updated generalized method of moments. When a spurious factor (that is, a factor that is uncorrelated with the returns on the test assets) is present, the test for correct model specification has asymptotic power that is equal to the nominal size. In other words, applied researchers will erroneously conclude that the model is correctly specified even when the degree of misspecification is arbitrarily large. The rejection probability of the test for overidentifying restrictions typically decreases further in underidentified models where the dimension of the null space is larger than 1.",https://econpapers.repec.org/article/wlyemetrp/v_3a85_3ay_3a2017_3ai_3a_3ap_3a1613-1628.htm,
Econometrica,On Completeness and Consistency in Nonparametric Instrumental Variable Models,['Joachim Freyberger'],"2017, vol. 85, 1629-1644",[],"Abstract: This paper provides positive testability results for the identification condition in a nonparametric instrumental variable model, known as completeness, and it links the outcome of the test to properties of an estimator of the structural function. In particular, I show that the data can provide empirical evidence in favor of both an arbitrarily small identified set as well as an arbitrarily small asymptotic bias of the estimator. This is the case for a large class of complete distributions as well as certain incomplete distributions. As a byproduct, the results can be used to estimate an upper bound of the diameter of the identified set and to obtain an easy to report estimator of the identified set itself.",https://econpapers.repec.org/article/wlyemetrp/v_3a85_3ay_3a2017_3ai_3a_3ap_3a1629-1644.htm,
Econometrica,Dual‐Donor Organ Exchange,"['Haluk Ergin', 'Tayfun Sönmez', 'Utku Unver']","2017, vol. 85, 1645-1671",[],"Abstract: Owing to the worldwide shortage of deceased‐donor organs for transplantation, living donations have become a significant source of transplant organs. However, not all willing donors can donate to their intended recipients because of medical incompatibilities. These incompatibilities can be overcome by an exchange of donors between patients. For kidneys, such exchanges have become widespread in the last decade with the introduction of optimization and market design techniques to kidney exchange. A small but growing number of liver exchanges have also been conducted. Over the last two decades, a number of transplantation procedures emerged where organs from two living donors are transplanted to a single patient. Prominent examples include dual‐graft liver transplantation, lobar lung transplantation, and simultaneous liver‐kidney transplantation. Exchange, however, has been neither practiced nor introduced in this context. We introduce dual‐donor organ exchange as a novel transplantation modality, and through simulations show that living‐donor transplants can be significantly increased through such exchanges. We also provide a simple theoretical model for dual‐donor organ exchange and introduce optimal exchange mechanisms under various logistical constraints.",https://econpapers.repec.org/article/wlyemetrp/v_3a85_3ay_3a2017_3ai_3a_3ap_3a1645-1671.htm,
Econometrica,An Econometric Model of Network Formation With Degree Heterogeneity,['Bryan Graham'],"2017, vol. 85, 1033-1063",[],"Abstract: I introduce a model of undirected dyadic link formation which allows for assortative matching on observed agent characteristics (homophily) as well as unrestricted agent‐level heterogeneity in link surplus (degree heterogeneity). Like in fixed effects panel data analyses, the joint distribution of observed and unobserved agent‐level characteristics is left unrestricted. Two estimators for the (common) homophily parameter, β 0 , are developed and their properties studied under an asymptotic sequence involving a single network growing large. The first, tetrad logit (TL), estimator conditions on a sufficient statistic for the degree heterogeneity. The second, joint maximum likelihood (JML), estimator treats the degree heterogeneity {A i0 } i = 1 -super-N as additional (incidental) parameters to be estimated. The TL estimate is consistent under both sparse and dense graph sequences, whereas consistency of the JML estimate is shown only under dense graph sequences.",https://econpapers.repec.org/article/wlyemetrp/v_3a85_3ay_3a2017_3ai_3a_3ap_3a1033-1063.htm,
Econometrica,The Evolution of Culture and Institutions: Evidence From the Kuba Kingdom,"['Sara Lowes', 'Nathan Nunn', 'James A. Robinson', 'Jonathan L. Weigel']","2017, vol. 85, 1065-1091",[],"Abstract: We use variation in historical state centralization to examine the long‐term impact of institutions on cultural norms. The Kuba Kingdom, established in Central Africa in the early 17th century by King Shyaam, had more developed state institutions than the other independent villages and chieftaincies in the region. It had an unwritten constitution, separation of political powers, a judicial system with courts and juries, a police force, a military, taxation, and significant public goods provision. Comparing individuals from the Kuba Kingdom to those from just outside the Kingdom, we find that centralized formal institutions are associated with weaker norms of rule following and a greater propensity to cheat for material gain. This finding is consistent with recent models where endogenous investments to inculcate values in children decline when there is an increase in the effectiveness of formal institutions that enforce socially desirable behavior. Consistent with such a mechanism, we find that Kuba parents believe it is less important to teach children values related to rule‐following behaviors.",https://econpapers.repec.org/article/wlyemetrp/v_3a85_3ay_3a2017_3ai_3a_3ap_3a1065-1091.htm,
Econometrica,Networks in Conflict: Theory and Evidence From the Great War of Africa,"['Michael D. König', 'Dominic Rohner', 'Mathias Thoenig', 'Fabrizio Zilibotti']","2017, vol. 85, 1093-1132",[],"Abstract: We study from both a theoretical and an empirical perspective how a network of military alliances and enmities affects the intensity of a conflict. The model combines elements from network theory and from the politico‐economic theory of conflict. We obtain a closed‐form characterization of the Nash equilibrium. Using the equilibrium conditions, we perform an empirical analysis using data on the Second Congo War, a conflict that involves many groups in a complex network of informal alliances and rivalries. The estimates of the fighting externalities are then used to infer the extent to which the conflict intensity can be reduced through (i) dismantling specific fighting groups involved in the conflict; (ii) weapon embargoes; (iii) interventions aimed at pacifying animosity among groups. Finally, with the aid of a random utility model, we study how policy shocks can induce a reshaping of the network structure.",https://econpapers.repec.org/article/wlyemetrp/v_3a85_3ay_3a2017_3ai_3a_3ap_3a1093-1132.htm,
Econometrica,Statistical Properties of Microstructure Noise,"['Jean Jacod', 'Yingying Li', 'Xinghua Zheng']","2017, vol. 85, 1133-1174",[],"Abstract: We study the estimation of (joint) moments of microstructure noise based on high frequency data. The estimation is conducted under a nonparametric setting, which allows the underlying price process to have jumps, the observation times to be irregularly spaced, and the noise to be dependent on the price process and to have diurnal features. Estimators of arbitrary orders of (joint) moments are provided, for which we establish consistency as well as central limit theorems. In particular, we provide estimators of autocovariances and autocorrelations of the noise. Simulation studies demonstrate excellent performance of our estimators in the presence of jumps, irregular observation times, and even rounding. Empirical studies reveal (moderate) positive autocorrelations of microstructure noise for the stocks tested.",https://econpapers.repec.org/article/wlyemetrp/v_3a85_3ay_3a2017_3ai_3a_3ap_3a1133-1174.htm,
Econometrica,A Theory of Intergenerational Altruism,"['Simone Galperti', 'Bruno Strulovici']","2017, vol. 85, 1175-1218",[],"Abstract: Modeling intergenerational altruism is crucial to evaluate the long‐term consequences of current decisions, and requires a set of principles guiding such altruism. We axiomatically develop a theory of pure, direct altruism: Altruism is pure if it concerns the total utility (rather than the mere consumption utility) of future generations, and direct if it directly incorporates the utility of all future generations. Our axioms deliver a new class of altruistic, forward‐looking preferences, whose weight put on the consumption of a future generation generally depends on the consumption of other generations. The only preferences lacking this dependence correspond to the quasi‐hyperbolic discounting model, which our theory characterizes. Our approach provides a framework to analyze welfare in the presence of altruistic preferences and addresses technical challenges stemming from the interdependent nature of such preferences.",https://econpapers.repec.org/article/wlyemetrp/v_3a85_3ay_3a2017_3ai_3a_3ap_3a1175-1218.htm,
Econometrica,The Identification of Beliefs From Asset Demand,"['Felix Kubler', 'Herakles Polemarchakis']","2017, vol. 85, 1219-1238",[],Abstract: The demand for assets as prices and initial wealth vary identifies beliefs and attitudes towards risk. We derive conditions that guarantee identification with no knowledge either of the cardinal utility index (attitudes towards risk) or of the distribution of future endowments or payoffs of assets; the argument applies even if the asset market is incomplete and demand is observed only locally.,https://econpapers.repec.org/article/wlyemetrp/v_3a85_3ay_3a2017_3ai_3a_3ap_3a1219-1238.htm,
Econometrica,Partial Ambiguity,"['Soo Hong Chew', 'Bin Miao', 'Songfa Zhong']","2017, vol. 85, 1239-1260",[],"Abstract: We extend Ellsberg's two‐urn paradox and propose three symmetric forms of partial ambiguity by limiting the possible compositions in a deck of 100 red and black cards in three ways. Interval ambiguity involves a symmetric range of 50 − n to 50 + n red cards. Complementarily, disjoint ambiguity arises from two nonintersecting intervals of 0 to n and 100 − n to 100 red cards. Two‐point ambiguity involves n or 100 − n red cards. We investigate experimentally attitudes towards partial ambiguity and the corresponding compound lotteries in which the possible compositions are drawn with equal objective probabilities. This yields three key findings: distinct attitudes towards the three forms of partial ambiguity, significant association across attitudes towards partial ambiguity and compound risk, and source preference between two‐point ambiguity and two‐point compound risk. Our findings help discriminate among models of ambiguity in the literature.",https://econpapers.repec.org/article/wlyemetrp/v_3a85_3ay_3a2017_3ai_3a_3ap_3a1239-1260.htm,
Econometrica,A Fairness Justification of Utilitarianism,['Paolo Giovanni Piacquadio'],"2017, vol. 85, 1261-1276",[],"Abstract: Differences in preferences are important to explain variation in individuals' behavior. There is, however, no consensus on how to take these differences into account when evaluating policies. While prominent in the economic literature, the standard utilitarian criterion is controversial. According to some, interpersonal comparability of utilities involves value judgments with little objective basis. Others argue that social justice is primarily about the distribution of commodities assigned to individuals, rather than their subjective satisfaction or happiness. In this paper, we propose and axiomatically characterize a criterion, named opportunity‐equivalent utilitarian, that addresses these claims. First, our criterion ranks social alternatives on the basis of individuals' ordinal preferences. Second, it compares individuals based on the fairness of their assignments. Opportunity‐equivalent utilitarianism requires society to maximize the sum of specific indices of well‐being that are cardinal, interpersonally comparable, and represent each individual's preferences.",https://econpapers.repec.org/article/wlyemetrp/v_3a85_3ay_3a2017_3ai_3a_3ap_3a1261-1276.htm,
Econometrica,Poor (Wo)man's Bootstrap,"['Bo E. Honoré', 'Luojia Hu']","2017, vol. 85, 1277-1301",[],"Abstract: The bootstrap is a convenient tool for calculating standard errors of the parameter estimates of complicated econometric models. Unfortunately, the fact that these models are complicated often makes the bootstrap extremely slow or even practically infeasible. This paper proposes an alternative to the bootstrap that relies only on the estimation of one‐dimensional parameters. We introduce the idea in the context of M and GMM estimators. A modification of the approach can be used to estimate the variance of two‐step estimators.",https://econpapers.repec.org/article/wlyemetrp/v_3a85_3ay_3a2017_3ai_3a_3ap_3a1277-1301.htm,
Econometrica,Nonparametric Instrumental Variable Estimation Under Monotonicity,"['Denis Chetverikov', 'Daniel Wilhelm']","2017, vol. 85, 1303-1320",[],"Abstract: The ill‐posedness of the nonparametric instrumental variable (NPIV) model leads to estimators that may suffer from poor statistical performance. In this paper, we explore the possibility of imposing shape restrictions to improve the performance of the NPIV estimators. We assume that the function to be estimated is monotone and consider a sieve estimator that enforces this monotonicity constraint. We define a constrained measure of ill‐posedness that is relevant for the constrained estimator and show that, under a monotone IV assumption and certain other mild regularity conditions, this measure is bounded uniformly over the dimension of the sieve space. This finding is in stark contrast to the well‐known result that the unconstrained sieve measure of ill‐posedness that is relevant for the unconstrained estimator grows to infinity with the dimension of the sieve space. Based on this result, we derive a novel non‐asymptotic error bound for the constrained estimator. The bound gives a set of data‐generating processes for which the monotonicity constraint has a particularly strong regularization effect and considerably improves the performance of the estimator. The form of the bound implies that the regularization effect can be strong even in large samples and even if the function to be estimated is steep, particularly so if the NPIV model is severely ill‐posed. Our simulation study confirms these findings and reveals the potential for large performance gains from imposing the monotonicity constraint.",https://econpapers.repec.org/article/wlyemetrp/v_3a85_3ay_3a2017_3ai_3a_3ap_3a1303-1320.htm,
Econometrica,Earnings and Consumption Dynamics: A Nonlinear Panel Data Framework,"['Manuel Arellano', 'Richard Blundell', 'Stéphane Bonhomme']","2017, vol. 85, 693-734",[],"Abstract: We develop a new quantile‐based panel data framework to study the nature of income persistence and the transmission of income shocks to consumption. Log‐earnings are the sum of a general Markovian persistent component and a transitory innovation. The persistence of past shocks to earnings is allowed to vary according to the size and sign of the current shock. Consumption is modeled as an age‐dependent nonlinear function of assets, unobservable tastes, and the two earnings components. We establish the nonparametric identification of the nonlinear earnings process and of the consumption policy rule. Exploiting the enhanced consumption and asset data in recent waves of the Panel Study of Income Dynamics, we find that the earnings process features nonlinear persistence and conditional skewness. We confirm these results using population register data from Norway. We then show that the impact of earnings shocks varies substantially across earnings histories, and that this nonlinearity drives heterogeneous consumption responses. The framework provides new empirical measures of partial insurance in which the transmission of income shocks to consumption varies systematically with assets, the level of the shock, and the history of past shocks.",https://econpapers.repec.org/article/wlyemetrp/v_3a85_3ay_3a2017_3ai_3a_3ap_3a693-734.htm,
Econometrica,Strong Duality for a Multiple‐Good Monopolist,"['Constantinos Daskalakis', 'Alan Deckelbaum', 'Christos Tzamos']","2017, vol. 85, 735-767",[],"Abstract: We characterize optimal mechanisms for the multiple‐good monopoly problem and provide a framework to find them. We show that a mechanism is optimal if and only if a measure μ derived from the buyer's type distribution satisfies certain stochastic dominance conditions. This measure expresses the marginal change in the seller's revenue under marginal changes in the rent paid to subsets of buyer types. As a corollary, we characterize the optimality of grand‐bundling mechanisms, strengthening several results in the literature, where only sufficient optimality conditions have been derived. As an application, we show that the optimal mechanism for n independent uniform items each supported on [c,c+1] is a grand‐bundling mechanism, as long as c is sufficiently large, extending Pavlov's result for two items Pavlov, 2011. At the same time, our characterization also implies that, for all c and for all sufficiently large n, the optimal mechanism for n independent uniform items supported on [c,c+1] is not a grand‐bundling mechanism.",https://econpapers.repec.org/article/wlyemetrp/v_3a85_3ay_3a2017_3ai_3a_3ap_3a735-767.htm,
Econometrica,Existence of Optimal Mechanisms in Principal‐Agent Problems,"['Ohad Kadan', 'Philip Reny', 'Jeroen M. Swinkels']","2017, vol. 85, 769-823",[],"Abstract: We provide general conditions under which principal‐agent problems with either one or multiple agents admit mechanisms that are optimal for the principal. Our results cover as special cases pure moral hazard and pure adverse selection. We allow multidimensional types, actions, and signals, as well as both financial and non‐financial rewards. Our results extend to situations in which there are ex ante or interim restrictions on the mechanism, and allow the principal to have decisions in addition to choosing the agent's contract. Beyond measurability, we require no a priori restrictions on the space of mechanisms. It is not unusual for randomization to be necessary for optimality and so it (should be and) is permitted. Randomization also plays an essential role in our proof. We also provide conditions under which some forms of randomization are unnecessary.",https://econpapers.repec.org/article/wlyemetrp/v_3a85_3ay_3a2017_3ai_3a_3ap_3a769-823.htm,
Econometrica,A Structural Model of Dense Network Formation,['Angelo Mele'],"2017, vol. 85, 825-850",[],"Abstract: This paper proposes an empirical model of network formation, combining strategic and random networks features. Payoffs depend on direct links, but also link externalities. Players meet sequentially at random, myopically updating their links. Under mild assumptions, the network formation process is a potential game and converges to an exponential random graph model (ERGM), generating directed dense networks. I provide new identification results for ERGMs in large networks: if link externalities are nonnegative, the ERGM is asymptotically indistinguishable from an Erdős–Rényi model with independent links. We can identify the parameters only when at least one of the externalities is negative and sufficiently large. However, the standard estimation methods for ERGMs can have exponentially slow convergence, even when the model has asymptotically independent links. I thus estimate parameters using a Bayesian MCMC method. When the parameters are identifiable, I show evidence that the estimation algorithm converges in almost quadratic time.",https://econpapers.repec.org/article/wlyemetrp/v_3a85_3ay_3a2017_3ai_3a_3ap_3a825-850.htm,
Econometrica,Political Economy of Redistribution,"['Daniel Diermeier', 'Georgy Egorov', 'Konstantin Sonin']","2017, vol. 85, 851-870",[],"Abstract: It is often argued that additional constraints on redistribution such as granting veto power to more players in society better protects property from expropriation. We use a model of multilateral bargaining to demonstrate that this intuition may be flawed. Increasing the number of veto players or raising the supermajority requirement for redistribution may reduce protection on the equilibrium path. The reason is the existence of two distinct mechanisms of property protection. One is formal constraints that allow individuals or groups to block any redistribution that is not in their favor. The other occurs in equilibrium where players without such powers protect each other from redistribution. Players without formal veto power anticipate that the expropriation of other similar players will ultimately hurt them and thus combine their influence to prevent redistributions. In a stable allocation, the society exhibits a “class” structure with class members having equal wealth and strategically protecting each other from redistribution.",https://econpapers.repec.org/article/wlyemetrp/v_3a85_3ay_3a2017_3ai_3a_3ap_3a851-870.htm,
Econometrica,Rushes in Large Timing Games,"['Axel Anderson', 'Lones Smith', 'Andreas Park']","2017, vol. 85, 871-913",[],"Abstract: We develop a continuum player timing game that subsumes standard wars of attrition and pre‐emption games, and introduces a new rushes phenomenon. Payoffs are continuous and single‐peaked functions of the stopping time and stopping quantile. We show that if payoffs are hump‐shaped in the quantile, then a sudden “rush” of players stops in any Nash or subgame perfect equilibrium. Fear relaxes the first mover advantage in pre‐emption games, asking that the least quantile beat the average; greed relaxes the last mover advantage in wars of attrition, asking just that the last quantile payoff exceed the average. With greed, play is inefficiently late: an accelerating war of attrition starting at optimal time, followed by a rush. With fear, play is inefficiently early: a slowing pre‐emption game, ending at the optimal time, preceded by a rush. The theory predicts the length, duration, and intensity of stopping, and the size and timing of rushes, and offers insights for many common timing games.",https://econpapers.repec.org/article/wlyemetrp/v_3a85_3ay_3a2017_3ai_3a_3ap_3a871-913.htm,
Econometrica,"Continuity, Inertia, and Strategic Uncertainty: A Test of the Theory of Continuous Time Games","['Evan Calford', 'Ryan Oprea']","2017, vol. 85, 915-935",[],"Abstract: The theory of continuous time games (Simon and Stinchcombe (1989), Bergin and MacLeod (1993)) shows that continuous time interactions can generate very different equilibrium behavior than conventional discrete time interactions. We introduce new laboratory methods that allow us to eliminate natural inertia in subjects' decisions in continuous time experiments, thereby satisfying critical premises of the theory and enabling a first‐time direct test. Applying these new methods to a simple timing game, we find strikingly large gaps in behavior between discrete and continuous time as the theory suggests. Reintroducing natural inertia into these games causes continuous time behavior to collapse to discrete time‐like levels in some settings as predicted by subgame perfect Nash equilibrium. However, contra this prediction, the strength of this effect is fundamentally shaped by the severity of inertia: behavior tends towards discrete time benchmarks as inertia grows large and perfectly continuous time benchmarks as it falls towards zero. We provide evidence that these results are due to changes in the nature of strategic uncertainty as inertia approaches the continuous limit.",https://econpapers.repec.org/article/wlyemetrp/v_3a85_3ay_3a2017_3ai_3a_3ap_3a915-935.htm,
Econometrica,Uncertainty Shocks in a Model of Effective Demand,"['Susanto Basu', 'Brent Bundick']","2017, vol. 85, 937-958",[],"Abstract: Can increased uncertainty about the future cause a contraction in output and its components? An identified uncertainty shock in the data causes significant declines in output, consumption, investment, and hours worked. Standard general‐equilibrium models with flexible prices cannot reproduce this comovement. However, uncertainty shocks can easily generate comovement with countercyclical markups through sticky prices. Monetary policy plays a key role in offsetting the negative impact of uncertainty shocks during normal times. Higher uncertainty has even more negative effects if monetary policy can no longer perform its usual stabilizing function because of the zero lower bound. We calibrate our uncertainty shock process using fluctuations in implied stock market volatility, and show that the model with nominal price rigidity is consistent with empirical evidence from a structural vector autoregression. We argue that increased uncertainty about the future likely played a role in worsening the Great Recession. The economic mechanism we identify applies to a large set of shocks that change expectations of the future without changing current fundamentals.",https://econpapers.repec.org/article/wlyemetrp/v_3a85_3ay_3a2017_3ai_3a_3ap_3a937-958.htm,
Econometrica,Generalized Instrumental Variable Models,"['Andrew Chesher', 'Adam Rosen']","2017, vol. 85, 959-989",[],"Abstract: This paper develops characterizations of identified sets of structures and structural features for complete and incomplete models involving continuous or discrete variables. Multiple values of unobserved variables can be associated with particular combinations of observed variables. This can arise when there are multiple sources of heterogeneity, censored or discrete endogenous variables, or inequality restrictions on functions of observed and unobserved variables. The models generalize the class of incomplete instrumental variable (IV) models in which unobserved variables are single‐valued functions of observed variables. Thus the models are referred to as generalized IV (GIV) models, but there are important cases in which instrumental variable restrictions play no significant role. Building on a definition of observational equivalence for incomplete models the development uses results from random set theory that guarantee that the characterizations deliver sharp bounds, thereby dispensing with the need for case‐by‐case proofs of sharpness. The use of random sets defined on the space of unobserved variables allows identification analysis under mean and quantile independence restrictions on the distributions of unobserved variables conditional on exogenous variables as well as under a full independence restriction. The results are used to develop sharp bounds on the distribution of valuations in an incomplete model of English auctions, improving on the pointwise bounds available until now. Application of many of the results of the paper requires no familiarity with random set theory.",https://econpapers.repec.org/article/wlyemetrp/v_3a85_3ay_3a2017_3ai_3a_3ap_3a959-989.htm,
Econometrica,Lower Bounds on Approximation Errors to Numerical Solutions of Dynamic Economic Models,"['Kenneth L. Judd', 'Lilia Maliar', 'Serguei Maliar']","2017, vol. 85, 991-1012",[],"Abstract: We propose a novel methodology for evaluating the accuracy of numerical solutions to dynamic economic models. It consists in constructing a lower bound on the size of approximation errors. A small lower bound on errors is a necessary condition for accuracy: If a lower error bound is unacceptably large, then the actual approximation errors are even larger, and hence, the approximation is inaccurate. Our lower‐bound error analysis is complementary to the conventional upper‐error (worst‐case) bound analysis, which provides a sufficient condition for accuracy. As an illustration of our methodology, we assess approximation in the first‐ and second‐order perturbation solutions for two stylized models: a neoclassical growth model and a new Keynesian model. The errors are small for the former model but unacceptably large for the latter model under some empirically relevant parameterizations.",https://econpapers.repec.org/article/wlyemetrp/v_3a85_3ay_3a2017_3ai_3a_3ap_3a991-1012.htm,
Econometrica,Randomization Tests Under an Approximate Symmetry Assumption,"['Ivan Canay', 'Joseph P. Romano', 'Azeem Shaikh']","2017, vol. 85, 1013-1030",[],"Abstract: This paper develops a theory of randomization tests under an approximate symmetry assumption. Randomization tests provide a general means of constructing tests that control size in finite samples whenever the distribution of the observed data exhibits symmetry under the null hypothesis. Here, by exhibits symmetry we mean that the distribution remains invariant under a group of transformations. In this paper, we provide conditions under which the same construction can be used to construct tests that asymptotically control the probability of a false rejection whenever the distribution of the observed data exhibits approximate symmetry in the sense that the limiting distribution of a function of the data exhibits symmetry under the null hypothesis. An important application of this idea is in settings where the data may be grouped into a fixed number of “clusters” with a large number of observations within each cluster. In such settings, we show that the distribution of the observed data satisfies our approximate symmetry requirement under weak assumptions. In particular, our results allow for the clusters to be heterogeneous and also have dependence not only within each cluster, but also across clusters. This approach enjoys several advantages over other approaches in these settings.",https://econpapers.repec.org/article/wlyemetrp/v_3a85_3ay_3a2017_3ai_3a_3ap_3a1013-1030.htm,
Econometrica,Search for Yield,"['David Martinez‐Miera', 'Rafael Repullo', 'David Martinez-Miera']","2017, vol. 85, 351-378",[],"Abstract: We present a model of the relationship between real interest rates, credit spreads, and the structure and risk of the banking system. Banks intermediate between entrepreneurs and investors, and can monitor entrepreneurs' projects. We characterize the equilibrium for a fixed aggregate supply of savings, showing that safer entrepreneurs will be funded by nonmonitoring banks and riskier entrepreneurs by monitoring banks. We show that an increase in savings reduces interest rates and spreads, and increases the relative size of the nonmonitoring banking system and the probability of failure of monitoring banks. We also show that the dynamic version of the model exhibits endogenous boom and bust cycles, and rationalizes the existence of countercyclical risk premia and the connection between low interest rates, tight credit spreads, and the buildup of risks during booms.",https://econpapers.repec.org/article/wlyemetrp/v_3a85_3ay_3a2017_3ai_3a_3ap_3a351-378.htm,
Econometrica,Insurer Competition in Health Care Markets,"['Kate Ho', 'Robin Lee']","2017, vol. 85, 379-417",[],"Abstract: The impact of insurer competition on welfare, negotiated provider prices, and premiums in the U.S. private health care industry is theoretically ambiguous. Reduced competition may increase the premiums charged by insurers and their payments made to hospitals. However, it may also strengthen insurers' bargaining leverage when negotiating with hospitals, thereby generating offsetting cost decreases. To understand and measure this trade‐off, we estimate a model of employer‐insurer and hospital‐insurer bargaining over premiums and reimbursements, household demand for insurance, and individual demand for hospitals using detailed California admissions, claims, and enrollment data. We simulate the removal of both large and small insurers from consumers' choice sets. Although consumer welfare decreases and premiums typically increase, we find that premiums can fall upon the removal of a small insurer if an employer imposes effective premium constraints through negotiations with the remaining insurers. We also document substantial heterogeneity in hospital price adjustments upon the removal of an insurer, with renegotiated price increases and decreases of as much as 10% across markets.",https://econpapers.repec.org/article/wlyemetrp/v_3a85_3ay_3a2017_3ai_3a_3ap_3a379-417.htm,
