affiliationid,,email,match_score,,Rank,name,univer_ins,decision,result
ku.kyushu-u.ac.jp,,kyushu-u.ac.jp,0.671957672,,310,Kyushu University,Tsinghua University,,
wsoe.sgh.waw.pl,,sgh.waw.pl,0.929347826,,12,Warsaw School of Economics,Paris School of Economics,,
du.dongguk.edu,,dongguk.edu,0.658333333,,441,Dongguk University,York University,,
uom.uminho.pt,,uminho.pt,0.880519481,,164,University of Minho,University of Minnesota,,
tuod.dtu.dk,,dtu.dk,0.722170008,,386,Technical University of Denmark,Central Bank of Ireland,,
uod.univdhaka.edu,,univdhaka.edu,0.805291005,,192,University of Dhaka,University of Waikato,,
uod.dundee.ac.uk,,dundee.ac.uk,0.8,,163,University of Dundee,University of Sydney,,
du.doshisha.ac.jp,,doshisha.ac.jp,0.671957672,,17,Doshisha University,Monash University,,
udvdt.uvt.ro,,uvt.ro,0.895809524,,435,Universitatea de Vest din Timisoara,Universitetet i Stavanger,,
ecsu.easternct.edu,,easternct.edu,0.743496964,,415,Eastern Connecticut State University,European University Institute,,
ecdl.ec-lyon.fr,,ec-lyon.fr,0.716627817,,31,Ecole Centrale de Lyon,University College London,,
ju.jnu.ac.bd,,jnu.ac.bd,0.651515152,,193,Jagannath University,Maastricht University,,
uosab.usb.ac.ir,,usb.ac.ir,0.776491228,,334,University of Sistan and Baluchestan,University of Illinois at Urbana-Champaign,,
uov.uva.es,,uva.es,0.76,,113,University of Valladolid,University of Maryland,,
auot.auth.gr,,auth.gr,0.687908497,,270,Aristotle University of Thessaloniki,Washington University in St. Louis,,
duot.duth.gr,,duth.gr,0.727614491,,176,Democritus University of Thrace,Georgia State University,,
mu.muni.cz,,muni.cz,0.767676768,,193,Masaryk University,Maastricht University,,
ncu.nagoya-cu.ac.jp,,nagoya-cu.ac.jp,0.771717172,,457,Nagoya City University,Nanyang Technological University,,
saui.sau.ac.in,,sau.ac.in,0.819444444,,480,"South Asian University, India",Indiana University,,
bu.ubbcluj.ro,,ubbcluj.ro,0.653846154,,424,Babes-Bolyai University,Brandeis University,,
uoa.uoa.gr,,uoa.gr,0.817460317,,302,University of Athens,University of Manchester,,
udl.udl.cat,,udl.cat,0.91031746,,135,Universitat de Lleida,Universitat de Barcelona,,
uog.unige.it,,unige.it,0.904761905,,220,University of Genoa,University of Georgia,,
esom.essca.fr,,essca.fr,0.673015873,,523,ESSCA School of Management,Frankfurt School of Finance and Management,,
isdedp.ipp.pt,,ipp.pt,0.822849934,,208,Instituto Superior de Engenharia do Porto,Institut de Préparation à l'Administration et à la Gestion,,
euasp.eu.spb.ru,,eu.spb.ru,0.861939571,,415,European University at St. Petersburg,European University Institute,,
uoeib.euba.sk,,euba.sk,0.777939394,,164,University of Economics in Bratislava,University of Minnesota,,
ewu.ewha.ac.kr,,ewha.ac.kr,0.677350427,,253,Ewha Womans University,George Mason University,,
ccu.pccu.edu.tw,,pccu.edu.tw,0.690972222,,91,Chinese Culture University,Université Catholique de Louvain,,
f&mc.fandm.edu,,fandm.edu,0.691439246,,72,Franklin & Marshall College,University of California-Los Angeles,,
fbk.fbk.eu,,fbk.eu,0.693813131,,108,Fondazione Bruno Kessler,London Business School,,
undl.unl.pt,,unl.pt,1,,249,Universidade Nova de Lisboa,Universidade Nova de Lisboa,TRUE,249
uoc.uc.pt,,uc.pt,0.853333333,,237,University of Coimbra,University of Colorado,,
ecnu.ecnu.edu.cn,,ecnu.edu.cn,0.73776455,,54,East China Normal University,University of Southern California,,
cu.cu.edu.eg,,cu.edu.eg,0.837037037,,309,Cairo University,Carleton University,,
f3.fhi360.org,,fhi360.org,0.567099567,,264,FHI 360,Ohio State University,,
iuk.iu.ac.bd,,iu.ac.bd,0.7775,,462,"Islamic University, Kushtia",University of Utah,,
buotae.bme.hu,,bme.hu,0.735307108,,16,Budapest University of Technology and Economics,Barcelona School of Economics,,
fu.flinders.edu.au,,flinders.edu.au,0.703703704,,424,Flinders University,Brandeis University,,
upsi.upsi.edu.my,,upsi.edu.my,0.873757819,,513,Universiti Pendidikan Sultan Idris,Università degli Studi di Pavia,,
uol.uni-lj.si,,uni-lj.si,0.676767677,,462,University of Ljubljana,University of Utah,,
fu.fzu.edu.cn,,fzu.edu.cn,0.619047619,,28,Fuzhou University,Oxford University,,
cu.chuo-u.ac.jp,,chuo-u.ac.jp,0.676190476,,399,Chuo University,Curtin University,,
yzu.yzu.edu.tw,,yzu.edu.tw,0.713095238,,357,Yuan Ze University,Tulane University,,
gu.gakushuin.ac.jp,,gakushuin.ac.jp,0.738095238,,140,Gakushuin University,Deakin University,,
fjcu.fju.edu.tw,,fju.edu.tw,0.681818182,,457,Fu Jen Catholic University,Nanyang Technological University,,
gu.gazi.edu.tr,,gazi.edu.tr,0.676190476,,140,Gazi University,Deakin University,,
guofs.gdufs.edu.cn,,gdufs.edu.cn,0.670565302,,415,Guangdong University of Foreign Studies,European University Institute,,
sg.geneseo.edu,,geneseo.edu,0.672979798,,104,SUNY Geneseo,UNSW Sydney,,
gbc.georgebrown.ca,,georgebrown.ca,0.853846154,,253,George Brown College,George Mason University,,
gsu.georgiasouthern.edu,,georgiasouthern.edu,0.912605042,,176,Georgia Southern University,Georgia State University,,
ggiogaas.giga-hamburg.de,,giga-hamburg.de,0.706924316,,483,GIGA German Institute of Global and Area Studies,National Graduate Institute for Policy Studies,,
giomapa.gimpa.edu.gh,,gimpa.edu.gh,0.716110415,,483,Ghana Institute of Management and Public Administration,National Graduate Institute for Policy Studies,,
ndhu.ndhu.edu.tw,,ndhu.edu.tw,0.89,,271,National Dong Hwa University,National University of Singapore,,
tu.thu.edu.tw,,thu.edu.tw,0.825,,310,Tunghai University,Tsinghua University,,
uop.uop.gr,,uop.gr,0.77995338,,117,University of Peloponnese,University of Melbourne,,
uog.gre.ac.uk,,gre.ac.uk,0.78989899,,77,University of Greenwich,University of Warwick,,
gedm.grenoble-em.com,,grenoble-em.com,0.735930736,,245,Grenoble Ecole de Management,Lille Économie et Management,,
ncku.ncku.edu.tw,,ncku.edu.tw,0.851428571,,271,National Cheng Kung University,National University of Singapore,,
gtu.gtu.edu.tr,,gtu.edu.tr,0.662096391,,201,Gebze Technical University,Schweizerische Nationalbank,,
gufsat.gust.edu.kw,,gust.edu.kw,0.698224548,,78,Gulf University for Science and Technology,Beijing Institute of Technology,,
gac.gustavus.edu,,gustavus.edu,0.675462185,,83,Gustavus Adolphus College,Dartmouth College,,
hu.hacettepe.edu.tr,,hacettepe.edu.tr,0.65959596,,519,Hacettepe University,Utah State University,,
iuhcmc.hcmiu.edu.vn,,hcmiu.edu.vn,0.673529412,,73,"International University, Ho Chi Minh City",University of Michigan,,
h.heig-vd.ch,,heig-vd.ch,0.619047619,,465,HEIG-VD,Peking University,,
uoh.helsinki.fi,,helsinki.fi,0.688888889,,388,University of Helsinki,University of Kent,,
hu.henu.edu.cn,,henu.edu.cn,0.746031746,,140,Henan University,Deakin University,,
huot.hfut.edu.cn,,hfut.edu.cn,0.703500204,,484,Hefei University of Technology,Auckland University of Technology,,
uoi.hi.is,,hi.is,0.804444444,,73,University of Iceland,University of Michigan,,
hu.hiroshima-u.ac.jp,,hiroshima-u.ac.jp,0.65959596,,264,Hiroshima University,Ohio State University,,
hiot.hit.edu.cn,,hit.edu.cn,0.878308703,,78,Harbin Institute of Technology,Beijing Institute of Technology,,
hksyu.hksyu.edu,,hksyu.edu,0.708133971,,194,Hong Kong Shue Yan University,University of Hong Kong,,
muoas.hm.edu,,hm.edu,0.709166667,,325,Munich University of Applied Sciences,Universidad de Chile,,
hu.hnu.edu.cn,,hnu.edu.cn,0.722222222,,448,Hunan University,Chapman University,,
hu.hongik.ac.kr,,hongik.ac.kr,0.745310245,,194,Hongik University,University of Hong Kong,,
hu.hosei.ac.jp,,hosei.ac.jp,0.738888889,,308,Hosei University,Keio University,,
iiotr.iitr.ac.in,,iitr.ac.in,0.693181818,,293,"Indian Institute of Technology, Roorkee",University of Rochester,,
iiotk.iitkgp.ernet.in,,iitkgp.ernet.in,0.708333333,,5,"Indian Institute of Technology, Kharagpur",Harvard University,,
hh.hsu-hh.de,,hsu-hh.de,0.788636364,,96,"Helmut-Schmidt-University, Hamburg",University of Cambridge,,
hu.hu.edu.jo,,hu.edu.jo,0.65959596,,264,Hashemite University,Ohio State University,,
uoh.hud.ac.uk,,hud.ac.uk,0.8195671,,498,University of Huddersfield,University of Sheffield,,
huofs.hufs.ac.kr,,hufs.ac.kr,0.69371345,,415,Hankuk University of Foreign Studies,European University Institute,,
uoh.hull.ac.uk,,hull.ac.uk,0.792592593,,440,University of Hull,University of Houston,,
mu.mie-u.ac.jp,,mie-u.ac.jp,0.783333333,,377,Mie University,RMIT University,,
hu.husson.edu,,husson.edu,0.714285714,,38,Husson University,Boston University,,
biotasp.bits-pilani.ac.in,,bits-pilani.ac.in,0.742857143,,504,"Birla Institute of Technology and Science, Pilani",University of Miami,,
lioadite.iamo.de,,iamo.de,0.772693823,,328,Leibniz Institute of Agricultural Development in Transition Economies,Libera Università Internazionale degli Studi Sociali Guido Carli,,
sioba.iba-suk.edu.pk,,iba-suk.edu.pk,0.679140289,,227,Sukkur Institute of Business Administration,Institut für Arbeitsmarkt- und Berufsforschung,,
iobak.iba.edu.pk,,iba.edu.pk,0.660185185,,77,"Institute of Business Administration, Karachi",University of Warwick,,
ih.ibsindia.org,,ibsindia.org,0.632967033,,522,IBS Hyderabad,Waseda University,,
gcfibr(.idiv.de,,idiv.de,0.674801754,,247,German Centre for Integrative Biodiversity Research (iDiv),Wiener Institut für Internationale Wirtschaftsvergleiche,,
iodsu.ids.ac.uk,,ids.ac.uk,0.688888889,,84,"Institute of Development Studies, UK",Duke University,,
igiodr.igidr.ac.in,,igidr.ac.in,0.7796633,,34,Indira Gandhi Institute of Development Research,International Food Policy Research Institute,,
iogsanrrcaos.igsnrr.ac.cn,,igsnrr.ac.cn,0.697876198,,329,"Institute of Geographic Sciences and Natural Resources Research, Chinese Academy of Sciences",Southwestern University of Finance and Economics,,
iifasa.iiasa.ac.at,,iiasa.ac.at,0.860986382,,34,International Institute for Applied Systems Analysis,International Food Policy Research Institute,,
iioit.iiitd.ac.in,,iiitd.ac.in,0.806040336,,34,Indraprastha Institute of Information Technology,International Food Policy Research Institute,,
iioma.iimahd.ernet.in,,iimahd.ernet.in,0.657142857,,522,"Indian Institute of Management, Ahmedabad",Waseda University,,
iiomb.iimb.ernet.in,,iimb.ernet.in,0.730294027,,185,Indian Institute of Management Bangalore,Istituto Einaudi per l'Economia e la Finanza,,
iiomi.iimidr.ac.in,,iimidr.ac.in,0.717338217,,330,"Indian Institute of Management, Indore",Simon Fraser University,,
iiomk.iimk.ac.in,,iimk.ac.in,0.65,,308,"Indian Institute of Management, Kozhikode",Keio University,,
iioml.iiml.ac.in,,iiml.ac.in,0.699074074,,480,Indian Institute of Management Lucknow,Indiana University,,
iiomr.iimraipur.ac.in,,iimraipur.ac.in,0.820714286,,480,Indian Institute of Management Raipur,Indiana University,,
iiomr.iimrohtak.ac.in,,iimrohtak.ac.in,0.750649351,,293,"Indian Institute of Management, Rohtak",University of Rochester,,
iiosearb.iiserb.ac.in,,iiserb.ac.in,0.664021164,,87,"Indian Institute of Science Education and Research, Bhopal",University of British Columbia,,
iiotg.iitgn.ac.in,,iitgn.ac.in,0.666666667,,526,"Indian Institute of Technology, Gandhinagar",RAND,,
iioth.iith.ac.in,,iith.ac.in,0.677777778,,113,"Indian Institute of Technology, Hyderabad",University of Maryland,,
iioti.iiti.ac.in,,iiti.ac.in,0.828520904,,78,Indian Institute of Technology Indore,Beijing Institute of Technology,,
iiotj.iitj.ac.in,,iitj.ac.in,0.82550447,,78,Indian Institute of Technology Jodhpur,Beijing Institute of Technology,,
iiotk.iitk.ac.in,,iitk.ac.in,0.832118227,,78,Indian Institute of Technology Kanpur,Beijing Institute of Technology,,
iiotm.iitm.ac.in,,iitm.ac.in,0.764285714,,113,"Indian Institute of Technology, Madras",University of Maryland,,
iiotp.iitp.ac.in,,iitp.ac.in,0.688888889,,128,"Indian Institute of Technology, Patna",University of Pretoria,,
iiui.iiu.edu.pk,,iiu.edu.pk,0.677777778,,113,"International Islamic University, Islamabad",University of Maryland,,
ilo.ilo.org,,ilo.org,0.869023569,,4,International Labour Organization,International Monetary Fund,,
amisiu.imamu.edu.sa,,imamu.edu.sa,0.67912788,,59,Al-Imam Muhammad Ibn Saud Islamic University,Alma Mater Studiorum - Università di Bologna,,
imii.imi.edu,,imi.edu,0.819444444,,480,"International Management Institute, India",Indiana University,,
iomsp.imsciences.edu.pk,,imsciences.edu.pk,0.698412698,,55,"Institute of Management Sciences, Peshawar",University of Pennsylvania,,
ifasl.imtlucca.it,,imtlucca.it,0.877460317,,336,Institute for Advanced Studies Lucca,Institute for Fiscal Studies,,
icfeiif.inceif.org,,inceif.org,0.86349192,,34,International Centre for Education in Islamic Finance,International Food Policy Research Institute,,
iu.inha.ac.kr,,inha.ac.kr,0.813333333,,480,Inha University,Indiana University,,
zu.zju.edu.cn,,zju.edu.cn,0.756613757,,465,Zhejiang University,Peking University,,
iobmk.iobm.edu.pk,,iobm.edu.pk,0.660185185,,77,"Institute of Business Management, Karachi",University of Warwick,,
iu.ionio.gr,,ionio.gr,0.882142857,,480,Ionian University,Indiana University,,
idpdgdp.ipgp.fr,,ipgp.fr,0.827477785,,336,Institut de Physique du Globe de Paris,Institute for Fiscal Studies,,
iu.iqra.edu.pk,,iqra.edu.pk,0.683333333,,126,Iqra University,Imperial College,,
idreidt.irit.fr,,irit.fr,0.71801482,,80,Institut de Recherche en Informatique de Toulouse,Centre de Recherche en Économie et Statistique,,
irri.irri.org,,irri.org,0.902565813,,34,International Rice Research Institute,International Food Policy Research Institute,,
ifsaecb.isec.ac.in,,isec.ac.in,0.757619048,,416,"Institute for Social and Economic Change, Bangalore",University of Alberta,,
jsu.jsu.edu,,jsu.edu,0.712550607,,250,Jacksonville State University,Pennsylvania State University,,
uoj.jyu.fi,,jyu.fi,0.676767677,,202,University of Jyväskylä,University of York,,
ku.kagawa-u.ac.jp,,kagawa-u.ac.jp,0.68767507,,285,Kagawa University,Szkoła Główna Handlowa w Warszawie,,
ku.kansai-u.ac.jp,,kansai-u.ac.jp,0.714285714,,522,Kansai University,Waseda University,,
kau.kau.edu.sa,,kau.edu.sa,0.682539683,,465,King Abdulaziz University,Peking University,,
ku.kean.edu,,kean.edu,0.79047619,,140,Kean University,Deakin University,,
kbs.kedgebs.com,,kedgebs.com,0.867724868,,396,Kedge Business School,SKEMA Business School,,
ku.keele.ac.uk,,keele.ac.uk,0.76,,308,Keele University,Keio University,,
kfuopam.kfupm.edu.sa,,kfupm.edu.sa,0.715580856,,346,King Fahd University of Petroleum and Minerals,Central University of Finance and Economics,,
ku.kgu.ac.kr,,kgu.ac.kr,0.713095238,,465,Kyonggi University,Peking University,,
khu.khas.edu.tr,,khas.edu.tr,0.671428571,,140,Kadir Has University,Deakin University,,
ku.kingston.ac.uk,,kingston.ac.uk,0.756613757,,465,Kingston University,Peking University,,
kifsr.kisr.edu.kw,,kisr.edu.kw,0.726769627,,247,Kuwait Institute for Scientific Research,Wiener Institut für Internationale Wirtschaftsvergleiche,,
kku.kku.ac.th,,kku.ac.th,0.687179487,,330,Khon Kaen University,Simon Fraser University,,
kmiotl.kmitl.ac.th,,kmitl.ac.th,0.675970956,,410,King Mongkut's Institute of Technology Ladkrabang,King's College London,,
ku.kmu.ac.kr,,kmu.ac.kr,0.785714286,,465,Keimyung University,Peking University,,
kntuot.kntu.ac.ir,,kntu.ac.ir,0.686415371,,78,K. N. Toosi University of Technology,Beijing Institute of Technology,,
knu.knu.ac.kr,,knu.ac.kr,0.699415205,,320,Kyungpook National University,Seoul National University,,
kuot.kochi-tech.ac.jp,,kochi-tech.ac.jp,0.76031746,,484,Kochi University of Technology,Auckland University of Technology,,
ku.konan-u.ac.jp,,konan-u.ac.jp,0.746031746,,17,Konan University,Monash University,,
knu.kongju.ac.kr,,kongju.ac.kr,0.738888889,,320,Kongju National University,Seoul National University,,
ku.konkuk.ac.kr,,konkuk.ac.kr,0.676190476,,308,Konkuk University,Keio University,,
ku.kookmin.ac.kr,,kookmin.ac.kr,0.69047619,,38,Kookmin University,Boston University,,
ku.kozminski.edu.pl,,kozminski.edu.pl,0.671428571,,17,Kozminski University,Monash University,,
ksu.ksu.edu.sa,,ksu.edu.sa,0.738095238,,465,King Saud University,Peking University,,
ku.ku.ac.th,,ku.ac.th,0.752380952,,298,Kasetsart University,Lancaster University,,
lu.lakeheadu.ca,,lakeheadu.ca,0.68994709,,522,Lakehead University,Waseda University,,
lu.lamar.edu,,lamar.edu,0.822222222,,298,Lamar University,Lancaster University,,
ltu.latech.edu,,latech.edu,0.718300654,,460,Louisiana Tech University,Florida Atlantic University,,
ltu.latrobe.edu.au,,latrobe.edu.au,0.76,,298,La Trobe University,Lancaster University,,
lau.lau.edu.lb,,lau.edu.lb,1,,331,Lebanese American University,Lebanese American University,TRUE,331
lu.leidenuniv.nl,,leidenuniv.nl,0.714285714,,140,Leiden University,Deakin University,,
uol.uol.edu.pk,,uol.edu.pk,0.8,,363,University of Lahore,University of Oregon,,
lbu.leedsbeckett.ac.uk,,leedsbeckett.ac.uk,0.656613757,,331,Leeds Beckett University,Lebanese American University,,
luc.lincoln.ac.nz,,lincoln.ac.nz,0.681818182,,416,"Lincoln University, Canterbury",University of Alberta,,
uol.lincoln.ac.uk,,lincoln.ac.uk,0.842424242,,506,University of Lincoln,University of Liverpool,,
lc.linkedin.com,,linkedin.com,0.694047619,,480,LinkedIn Corporation,Indiana University,,
mu.mdx.ac.uk,,mdx.ac.uk,0.671428571,,196,Middlesex University,Drexel University,,
lpu.lpu.co.in,,lpu.co.in,0.673939121,,250,Lovely Professional University,Pennsylvania State University,,
lsbu.lsbu.ac.uk,,lsbu.ac.uk,0.831857032,,108,London South Bank University,London Business School,,
lsohatm.lshtm.ac.uk,,lshtm.ac.uk,0.697733145,,205,London School of Hygiene and Tropical Medicine,Centro de Estudios Monetarios y Financieros,,
luoms.lums.edu.pk,,lums.edu.pk,0.711748022,,79,Lahore University of Management Sciences,Government of the United States,,
scnu.scnu.edu.cn,,scnu.edu.cn,0.827530364,,423,South China Normal University,Southern Methodist University,,
tiot.titech.ac.jp,,titech.ac.jp,0.766902744,,78,Tokyo Institute of Technology,Beijing Institute of Technology,,
ecuosat.ecust.edu.cn,,ecust.edu.cn,0.733475355,,212,East China University of Science and Technology,Economic and Social Research Institute,,
mcu.mcu.edu.tw,,mcu.edu.tw,0.717424242,,73,Ming Chuan University,University of Michigan,,
msu.montclair.edu,,montclair.edu,0.793560606,,519,Montclair State University,Utah State University,,
nu.nankai.edu.cn,,nankai.edu.cn,0.757936508,,480,Nankai University,Indiana University,,
ntu.ntpu.edu.tw,,ntpu.edu.tw,0.886428571,,271,National Taipei University,National University of Singapore,,
uob.buruniv.ac.in,,buruniv.ac.in,0.78989899,,117,University of Burdwan,University of Melbourne,,
iioesat.iiests.ac.in,,iiests.ac.in,0.712912088,,247,Indian Institute of Engineering Science and Technology,Wiener Institut für Internationale Wirtschaftsvergleiche,,
ju.jdvu.ac.in,,jdvu.ac.in,0.671957672,,522,Jadavpur University,Waseda University,,
imu.medeniyet.edu.tr,,medeniyet.edu.tr,0.719159009,,225,Istanbul Medeniyet University,Université de Lyon,,
zu.zu.edu.eg,,zu.edu.eg,0.633333333,,527,Zagazig University,Macquarie University,,
imu.medipol.edu.tr,,medipol.edu.tr,0.702554961,,320,Istanbul Medipol University,Seoul National University,,
mu.mef.edu.tr,,mef.edu.tr,0.66025641,,282,MEF University,Suomen Pankki,,
mu.meiji.ac.jp,,meiji.ac.jp,0.7,,308,Meiji University,Keio University,,
mu.meijo-u.ac.jp,,meijo-u.ac.jp,0.822222222,,308,Meijo University,Keio University,,
muib.mendelu.cz,,mendelu.cz,0.699415205,,119,Mendel University in Brno,Queen Mary University of London,,
mu.mercer.edu,,mercer.edu,0.780952381,,449,Mercer University,McMaster University,,
mc.merrimack.edu,,merrimack.edu,0.782145551,,126,Merrimack College,Imperial College,,
msu.metrostate.edu,,metrostate.edu,0.718462824,,176,Metropolitan State University,Georgia State University,,
metu.metu.edu.tr,,metu.edu.tr,0.693181818,,349,Middle East Technical University,Banco Central de Chile,,
vu.vu.lt,,vu.lt,0.666666667,,480,Vilnius University,Indiana University,,
mu.millikin.edu,,millikin.edu,0.780952381,,326,Millikin University,McGill University,,
mc.mitre.org,,mitre.org,0.735729847,,128,MITRE Corporation,University of Pretoria,,
mmu.mmu.ac.uk,,mmu.ac.uk,0.707799145,,360,Manchester Metropolitan University,Carnegie Mellon University,,
mum.mmu.edu.my,,mmu.edu.my,0.65959596,,342,Multimedia University Malaysia,Universidade de Lisboa,,
mniotj.mnit.ac.in,,mnit.ac.in,0.757142857,,286,"Malaviya National Institute of Technology, Jaipur",University of Piraeus,,
mu.monmouth.edu,,monmouth.edu,0.82962963,,17,Monmouth University,Monash University,,
mpifc.mpic.de,,mpic.de,0.708767788,,23,Max Planck Institute for Chemistry,Institute of Labor Economics,,
isomams.mssm.edu,,mssm.edu,0.734395109,,536,Icahn School of Medicine at Mount Sinai,Shanghai University of Finance and Economics,,
mhc.mtholyoke.edu,,mtholyoke.edu,0.676497114,,126,Mount Holyoke College,Imperial College,,
mtsu.mtsu.edu,,mtsu.edu,0.664909969,,422,Middle Tennessee State University,Universidad Complutense de Madrid,,
muon.mun.ca,,mun.ca,0.686795491,,4,Memorial University of Newfoundland,International Monetary Fund,,
mu.murdoch.edu.au,,murdoch.edu.au,0.693181818,,193,Murdoch University,Maastricht University,,
muosat.must.edu.mo,,must.edu.mo,0.776783989,,8,Macau University of Science and Technology,Massachusetts Institute of Technology,,
mu.mutah.edu.jo,,mutah.edu.jo,0.777777778,,462,Mutah University,University of Utah,,
uow.westminster.ac.uk,,westminster.ac.uk,0.848656607,,305,University of Westminster,University of Western Australia,,
uosa.unisa.edu.au,,unisa.edu.au,0.895938375,,533,University of South Australia,University of South Africa,,
enu.napier.ac.uk,,napier.ac.uk,0.782531194,,472,Edinburgh Napier University,University of Edinburgh,,
nau.nau.edu,,nau.edu,0.844343891,,43,Northern Arizona University,Northwestern University,,
ncof.ncf.edu,,ncf.edu,0.721328671,,288,New College of Florida,Trinity College Dublin,,
nu.newcastle.ac.uk,,newcastle.ac.uk,0.755555556,,449,Newcastle University,McMaster University,,
ndsu.ndsu.edu,,ndsu.edu,0.689881269,,338,North Dakota State University,Iowa State University,,
uoz.unizg.hr,,unizg.hr,0.8,,416,University of Zagreb,University of Alberta,,
uonh.newhaven.edu,,newhaven.edu,0.817929293,,69,University of New Haven,University of Notre Dame,,
niodab.nida.ac.th,,nida.ac.th,0.680555556,,408,"National Institute of Development Administration, Bangkok",University of Washington,,
nidi.nidi.nl,,nidi.nl,0.738390694,,34,Netherlands Interdisciplinary Demographic Institute,International Food Policy Research Institute,,
nifesj.nies.go.jp,,nies.go.jp,0.722222222,,448,"National Institute for Environmental Studies, Japan",Chapman University,,
nioh.nih.gov,,nih.gov,0.841018519,,271,National Institutes of Health,National University of Singapore,,
nu.nihon-u.ac.jp,,nihon-u.ac.jp,0.711111111,,20,Nihon University,Princeton University,,
njiot.njit.edu,,njit.edu,0.774439655,,78,New Jersey Institute of Technology,Beijing Institute of Technology,,
nuosat.njust.edu.cn,,njust.edu.cn,0.799705941,,457,Nanjing University of Science and Technology,Nanyang Technological University,,
unoaaa.noaa.gov,,noaa.gov,0.730389267,,116,US National Oceanic and Atmospheric Administration,Russian Presidential Academy of National Economy and Public Administration,,
nsub.northsouth.edu,,northsouth.edu,0.737373737,,424,"North South University, Bangladesh",Brandeis University,,
nu.northumbria.ac.uk,,northumbria.ac.uk,0.824358974,,43,Northumbria University,Northwestern University,,
uop.uni-paderborn.de,,uni-paderborn.de,0.811818182,,128,University of Paderborn,University of Pretoria,,
uonmc.nottingham.edu.my,,nottingham.edu.my,0.885714286,,89,University of Nottingham Malaysia Campus,University of Nottingham,,
n.novartis.com,,novartis.com,0.681623932,,330,Novartis,Simon Fraser University,,
ntu.ntu.ac.uk,,ntu.ac.uk,0.807189542,,89,Nottingham Trent University,University of Nottingham,,
nuocaesp.nu.edu.pk,,nu.edu.pk,0.703703704,,165,"National University of Computer and Emerging Sciences, Pakistan",HEC Paris,,
nuoaaa.nuaa.edu.cn,,nuaa.edu.cn,0.760694865,,483,Nanjing University of Aeronautics and Astronautics,National Graduate Institute for Policy Studies,,
nuok.nuk.edu.tw,,nuk.edu.tw,0.904705882,,271,National University of Kaohsiung,National University of Singapore,,
nuom.num.edu.mn,,num.edu.mn,0.915921053,,271,National University of Mongolia,National University of Singapore,,
nuut.nuu.edu.tw,,nuu.edu.tw,0.68994709,,192,"National United University, Taiwan",University of Waikato,,
npuc.nwpu.edu.cn,,nwpu.edu.cn,0.816666667,,9,"Northwestern Polytechnical University, China",University of Chicago,,
nuc.nwu.edu.cn,,nwu.edu.cn,0.816666667,,9,"North-West University, China",University of Chicago,,
nyiot.nyit.edu,,nyit.edu,0.86,,50,New York Institute of Technology,New York University,,
oh&su.ohsu.edu,,ohsu.edu,0.673856209,,3,Oregon Health & Science University,National Bureau of Economic Research,,
ouu.open.ac.uk,,open.ac.uk,0.688888889,,84,"Open University, UK",Duke University,,
suio.slu.cz,,slu.cz,0.725903388,,198,Silesian University in Opava,"""Sapienza"" Università di Roma",,
uoo.otago.ac.nz,,otago.ac.nz,0.845833333,,363,University of Otago,University of Oregon,,
ou.ou.nl,,ou.nl,0.757275542,,415,Open Universiteit,European University Institute,,
ouoc.ouc.ac.cy,,ouc.ac.cy,0.666499078,,348,Open University of Cyprus,Banco de Portugal,,
oum.ovgu.de,,ovgu.de,0.647619048,,441,Otto-von-Guericke University Magdeburg,York University,,
oc.oxy.edu,,oxy.edu,0.722222222,,126,Occidental College,Imperial College,,
pafaeatk.paaet.edu.kw,,paaet.edu.kw,0.780952381,,192,"Public Authority for Applied Education and Training, Kuwait",University of Waikato,,
pu.panteion.gr,,panteion.gr,0.869166667,,20,Panteion University,Princeton University,,
pdu.parisdescartes.fr,,parisdescartes.fr,0.713095238,,176,Paris Descartes University,Georgia State University,,
pu.pepperdine.edu,,pepperdine.edu,0.778354978,,465,Pepperdine University,Peking University,,
piode.pide.org.pk,,pide.org.pk,0.708050754,,40,Pakistan Institute of Development Economics,Organisation de Coopération et de Développement Économiques,,
pnu.pknu.ac.kr,,pknu.ac.kr,0.724183007,,320,Pukyong National University,Seoul National University,,
uop.plymouth.ac.uk,,plymouth.ac.uk,0.782222222,,514,University of Plymouth,University of Guelph,,
pnnl.pnnl.gov,,pnnl.gov,0.707795864,,34,Pacific Northwest National Laboratory,International Food Policy Research Institute,,
pnbaru.pnu.edu.sa,,pnu.edu.sa,0.8225,,20,Princess Nora Bint Abdul Rahman University,Princeton University,,
ppu.ppu.edu,,ppu.edu,0.695830485,,250,Palestine Polytechnic University,Pennsylvania State University,,
pc.providence.edu,,providence.edu,0.731481481,,93,Providence College,Cornell University,,
psu.psu.edu.sa,,psu.edu.sa,0.886349206,,20,Prince Sultan University,Princeton University,,
pnu.pusan.ac.kr,,pusan.ac.kr,0.755555556,,320,Pusan National University,Seoul National University,,
upm.upm.edu.my,,upm.edu.my,0.875112128,,203,Universiti Putra Malaysia,Université Paris-Saclay,,
pvau.pvamu.edu,,pvamu.edu,0.634628852,,138,Prairie View A&M University,Universidad Carlos III de Madrid,,
wuot.pw.edu.pl,,pw.edu.pl,0.745697577,,484,Warsaw University of Technology,Auckland University of Technology,,
wuot.pwr.wroc.pl,,pwr.wroc.pl,0.770634921,,484,Wroclaw University of Technology,Auckland University of Technology,,
